Tiempo;average(B);average(A)
-23,78289779;0,02830818;0,41007160
-23,77265779;0,02831687;0,41186100
-23,76241779;0,02831695;0,41281100
-23,75217779;0,02830824;0,41405310
-23,74193779;0,02831698;0,41540520
-23,73169779;0,02835188;0,41683100
-23,72145779;0,02830816;0,41814650
-23,71121779;0,02832564;0,41971690
-23,70097779;0,02834317;0,42084960
-23,69073779;0,02826431;0,42209120
-23,68049779;0,02828192;0,42333310
-23,67025779;0,02817689;0,42490570
-23,66001779;0,02829066;0,42560010
-23,64977779;0,02832561;0,42706140
-23,63953779;0,02820313;0,42812130
-23,62929779;0,02832575;0,42925210
-23,61905779;0,02825563;0,42979960
-23,60881779;0,02822070;0,43067530
-23,59857779;0,02828186;0,43140550
-23,58833779;0,02822953;0,43140540
-23,57809779;0,02835200;0,43213550
-23,56785779;0,02828192;0,43268380
-23,55761779;0,02825557;0,43330400
-23,54737779;0,02818573;0,43410760
-23,53713779;0,02827320;0,43498460
-23,52689779;0,02818569;0,43524080
-23,51665779;0,02820322;0,43604390
-23,50641779;0,02820305;0,43622640
-23,49617779;0,02820310;0,43662850
-23,48593779;0,02827314;0,43776200
-23,47569779;0,02820319;0,43750580
-23,46545779;0,02815938;0,43790770
-23,45521779;0,02815946;0,43743330
-23,44497779;0,02821187;0,43816410
-23,43473779;0,02821187;0,43783500
-23,42449779;0,02814188;0,43801780
-23,41425779;0,02811565;0,43856630
-23,40401779;0,02811559;0,43805430
-23,39377779;0,02818560;0,43831050
-23,38353779;0,02816821;0,43754280
-23,37329779;0,02817689;0,43746940
-23,36305779;0,02815063;0,43743370
-23,35281779;0,02813309;0,43688430
-23,34257779;0,02819441;0,43611660
-23,33233779;0,02811562;0,43575150
-23,32209779;0,02812438;0,43545960
-23,31185779;0,02817690;0,43436380
-23,30161779;0,02815946;0,43381520
-23,29137779;0,02816813;0,43366940
-23,28113779;0,02812425;0,43297560
-23,27089779;0,02797550;0,43228160
-23,26065779;0,02812428;0,43125960
-23,25041779;0,02804554;0,43093090
-23,24017779;0,02809811;0,43045710
-23,22993779;0,02802811;0,42961750
-23,21969779;0,02809813;0,42903280
-23,20945780;0,02811557;0,42830260
-23,19921780;0,02808052;0,42717150
-23,18897780;0,02808933;0,42549030
-23,17873780;0,02809813;0,42472230
-23,16849780;0,02805435;0,42326070
-23,15825780;0,02800183;0,42252960
-23,14801780;0,02804561;0,42125140
-23,13777780;0,02807187;0,42004560
-23,12753780;0,02805432;0,41814650
-23,11729780;0,02809817;0,41683070
-23,10705780;0,02799314;0,41540510
-23,09681780;0,02795807;0,41412640
-23,08657780;0,02803681;0,41248200
-23,07633780;0,02808931;0,41153220
-23,06609780;0,02797559;0,40992620
-23,05585780;0,02799308;0,40817170
-23,04561780;0,02800179;0,40656420
-23,03537780;0,02796669;0,40470030
-23,02513780;0,02801926;0,40327490
-23,01489780;0,02794067;0,40082660
-23,00465780;0,02803669;0,39936590
-22,99441780;0,02806324;0,39691740
-22,98417780;0,02801044;0,39530980
-22,97393780;0,02794058;0,39370350
-22,96369780;0,02799317;0,39213330
-22,95345780;0,02798424;0,38946600
-22,94321780;0,02794924;0,38749330
-22,93297780;0,02799317;0,38552000
-22,92273780;0,02789674;0,38263780
-22,91249780;0,02798421;0,38023010
-22,90225780;0,02786182;0,37844200
-22,89201780;0,02785301;0,37676320
-22,88177780;0,02794056;0,37438720
-22,87153780;0,02788796;0,37201280
-22,86129780;0,02789677;0,36989390
-22,85105780;0,02794049;0,36806770
-22,84081780;0,02789679;0,36569330
-22,83057780;0,02793187;0,36269640
-22,82033780;0,02793184;0,35995710
-22,81009780;0,02789683;0,35765490
-22,79985780;0,02789671;0,35469410
-22,78961780;0,02788806;0,35202850
-22,77937780;0,02794923;0,34976350
-22,76913780;0,02789674;0,34716820
-22,75889780;0,02791425;0,34380750
-22,74865780;0,02779163;0,34183510
-22,73841780;0,02787928;0,33913060
-22,72817780;0,02779168;0,33547700
-22,71793780;0,02781795;0,33306680
-22,70769780;0,02778305;0,33040240
-22,69745780;0,02789680;0,32620090
-22,68721780;0,02781789;0,32400870
-22,67697780;0,02786173;0,32167100
-22,66673780;0,02786176;0,31794580
-22,65649780;0,02777419;0,31432830
-22,64625780;0,02782675;0,31045540
-22,63601780;0,02785286;0,30720280
-22,62577780;0,02786179;0,30486420
-22,61553780;0,02786176;0,30146740
-22,60529780;0,02778296;0,29821510
-22,59505780;0,02784424;0,29525680
-22,58481780;0,02786173;0,29197370
-22,57457780;0,02782678;0,28857990
-22,56433780;0,02781800;0,28474510
-22,55409780;0,02783540;0,28156490
-22,54385780;0,02776548;0,27860620
-22,53361780;0,02772166;0,27374660
-22,52337780;0,02776548;0,27031380
-22,51313780;0,02775676;0,26713480
-22,50289780;0,02780046;0,26417430
-22,49265780;0,02774788;0,26008410
-22,48241780;0,02779176;0,25602890
-22,47217780;0,02772164;0,25211960
-22,46193780;0,02773044;0,24956150
-22,45169780;0,02772166;0,24524990
-22,44145780;0,02766926;0,24068640
-22,43121780;0,02775668;0,23623010
-22,42097780;0,02767795;0,23338030
-22,41073780;0,02773049;0,22972690
-22,40049780;0,02777423;0,22611040
-22,39025780;0,02772178;0,22190790
-22,38001780;0,02760790;0,21825410
-22,36977780;0,02772175;0,21467370
-22,35953780;0,02758169;0,21083890
-22,34929780;0,02770424;0,20703840
-22,33905780;0,02766920;0,20254470
-22,32881780;0,02766054;0,19852530
-22,31857780;0,02759038;0,19534950
-22,30833780;0,02761664;0,19093480
-22,29809780;0,02766049;0,18754010
-22,28785780;0,02766054;0,18381380
-22,27761780;0,02760793;0,17939230
-22,26737780;0,02766917;0,17511740
-22,25713780;0,02754666;0,17011200
-22,24689780;0,02766053;0,16580050
-22,23665780;0,02755546;0,16211160
-22,22641780;0,02755548;0,15798250
-22,21617780;0,02757286;0,15407360
-22,20593780;0,02752917;0,14936080
-22,19569780;0,02751162;0,14501420
-22,18545780;0,02763418;0,14183790
-22,17521780;0,02761682;0,13701500
-22,16497780;0,02746788;0,13201040
-22,15473780;0,02754668;0,12788180
-22,14449780;0,02747669;0,12400890
-22,13425780;0,02752043;0,11984390
-22,12401780;0,02754672;0,11483830
-22,11377780;0,02744166;0,11063630
-22,10353780;0,02753800;0,10632580
-22,09329780;0,02747666;0,10230760
-22,08305780;0,02742426;0,09730403
-22,07281780;0,02740657;0,09314360
-22,06257780;0,02743292;0,08949296
-22,05233780;0,02739785;0,08452392
-22,04209780;0,02732774;0,08057967
-22,03185780;0,02731906;0,07619581
-22,02161780;0,02738919;0,07188402
-22,01137780;0,02738925;0,06775469
-22,00113780;0,02731032;0,06296925
-21,99089780;0,02723156;0,05905962
-21,98065780;0,02731037;0,05383559
-21,97041780;0,02722282;0,04988944
-21,96017780;0,02720541;0,04532424
-21,94993780;0,02723164;0,04010135
-21,93969780;0,02727543;0,03593707
-21,92945780;0,02715288;0,03166273
-21,91921780;0,02717923;0,02662120
-21,90897780;0,02703908;0,02190820
-21,89873780;0,02701282;0,01730376
-21,88849780;0,02697787;0,01324875
-21,87825780;0,02698659;0,00901103
-21,86801780;0,02672403;0,00404817
-21,85777780;0,02604994;0,00032764
-21,84753780;0,02303929;-0,00437780
-21,83729780;0,00760973;-0,00941484
-21,82705780;-0,02088673;-0,01419955
-21,81681780;-0,03580115;-0,01759741
-21,80657780;-0,03293054;-0,02201799
-21,79633780;-0,03099609;-0,02724234
-21,78609780;-0,03186248;-0,03224742
-21,77585780;-0,03228262;-0,03648577
-21,76561780;-0,03205506;-0,04065156
-21,75537780;-0,03200246;-0,04561776
-21,74513780;-0,03201132;-0,05069407
-21,73489780;-0,03209883;-0,05456643
-21,72465780;-0,03217757;-0,05869528
-21,71441780;-0,03201136;-0,06315288
-21,70417780;-0,03202016;-0,06717242
-21,69393780;-0,03208128;-0,07162982
-21,68369780;-0,03209880;-0,07615918
-21,67345780;-0,03208137;-0,08047053
-21,66321780;-0,03215133;-0,08558550
-21,65297780;-0,03209006;-0,08967746
-21,64273780;-0,03210760;-0,09336361
-21,63249780;-0,03212510;-0,09785160
-21,62225780;-0,03214256;-0,10249010
-21,61201780;-0,03213380;-0,10723920
-21,60177780;-0,03208140;-0,11111210
-21,59153780;-0,03219509;-0,11604550
-21,58129780;-0,03213384;-0,12094050
-21,57105780;-0,03213378;-0,12547070
-21,56081781;-0,03216010;-0,12828450
-21,55057781;-0,03214265;-0,13347170
-21,54033781;-0,03202013;-0,13749050
-21,53009781;-0,03214250;-0,14231220
-21,51985781;-0,03212501;-0,14548920
-21,50961781;-0,03208138;-0,15034650
-21,49937781;-0,03211630;-0,15454820
-21,48913781;-0,03209005;-0,15853100
-21,47889781;-0,03207251;-0,16287930
-21,46865781;-0,03221257;-0,16634980
-21,45841781;-0,03203756;-0,17080760
-21,44817781;-0,03218631;-0,17537500
-21,43793781;-0,03209011;-0,17975880
-21,42769781;-0,03209008;-0,18333880
-21,41745781;-0,03209889;-0,18761270
-21,40721781;-0,03209886;-0,19213960
-21,39697781;-0,03211643;-0,19615260
-21,38673781;-0,03208131;-0,19911070
-21,37649781;-0,03212512;-0,20298410
-21,36625781;-0,03209015;-0,20696550
-21,35601781;-0,03204639;-0,21065550
-21,34577781;-0,03200261;-0,21500380
-21,33553781;-0,03211632;-0,21840160
-21,32529781;-0,03209889;-0,22231220
-21,31505781;-0,03203759;-0,22673270
-21,30481781;-0,03208128;-0,23082400
-21,29457781;-0,03206379;-0,23385650
-21,28433781;-0,03213389;-0,23732760
-21,27409781;-0,03208129;-0,24134550
-21,26385781;-0,03208128;-0,24528920
-21,25361781;-0,03202885;-0,24879560
-21,24337781;-0,03200258;-0,25248500
-21,23313781;-0,03213378;-0,25569980
-21,22289781;-0,03213382;-0,25968170
-21,21265781;-0,03207259;-0,26435840
-21,20241781;-0,03205510;-0,26790290
-21,19217781;-0,03201133;-0,27060650
-21,18193781;-0,03207257;-0,27429640
-21,17169781;-0,03208137;-0,27765800
-21,16145781;-0,03204645;-0,28123920
-21,15121781;-0,03201132;-0,28434440
-21,14097781;-0,03202881;-0,28803420
-21,13073781;-0,03200258;-0,29073440
-21,12049781;-0,03203756;-0,29401790
-21,11025781;-0,03204631;-0,29766890
-21,10001781;-0,03195877;-0,30132180
-21,08977781;-0,03210758;-0,30504740
-21,07953781;-0,03205507;-0,30731330
-21,06929781;-0,03202016;-0,31085770
-21,05905781;-0,03204640;-0,31418180
-21,04881781;-0,03198520;-0,31728750
-21,03857781;-0,03201141;-0,32053920
-21,02833781;-0,03201998;-0,32375400
-21,01809781;-0,03197644;-0,32656850
-21,00785781;-0,03202003;-0,32905230
-20,99761781;-0,03199383;-0,33186450
-20,98737781;-0,03193260;-0,33577060
-20,97713781;-0,03197626;-0,33902190
-20,96689781;-0,03191504;-0,34147060
-20,95665781;-0,03201136;-0,34344350
-20,94641781;-0,03198506;-0,34636530
-20,93617781;-0,03194128;-0,34844880
-20,92593781;-0,03203765;-0,35140880
-20,91569781;-0,03194131;-0,35429440
-20,90545781;-0,03202007;-0,35699910
-20,89521781;-0,03194129;-0,35951930
-20,88497781;-0,03195879;-0,36119960
-20,87473781;-0,03194122;-0,36360990
-20,86449781;-0,03190639;-0,36635020
-20,85425781;-0,03187141;-0,36879860
-20,84401781;-0,03197628;-0,37150110
-20,83377781;-0,03188000;-0,37383990
-20,82353781;-0,03181874;-0,37632490
-20,81329781;-0,03191509;-0,37837070
-20,80305781;-0,03193256;-0,38023150
-20,79281781;-0,03193258;-0,38220080
-20,78257781;-0,03194131;-0,38406160
-20,77233781;-0,03201136;-0,38599520
-20,76209781;-0,03184508;-0,38734670
-20,75185781;-0,03186261;-0,39085370
-20,74161781;-0,03189750;-0,39242490
-20,73137781;-0,03185374;-0,39352040
-20,72113781;-0,03185385;-0,39582270
-20,71089781;-0,03182756;-0,39750360
-20,70065781;-0,03188006;-0,39896570
-20,69041781;-0,03188003;-0,40159600
-20,68017781;-0,03188880;-0,40353270
-20,66993781;-0,03182751;-0,40440920
-20,65969781;-0,03187127;-0,40682110
-20,64945781;-0,03187137;-0,40908620
-20,63921781;-0,03183634;-0,41058360
-20,62897781;-0,03189755;-0,41146060
-20,61873781;-0,03179258;-0,41299470
-20,60849781;-0,03172255;-0,41390730
-20,59825781;-0,03178390;-0,41467520
-20,58801781;-0,03184508;-0,41661250
-20,57777781;-0,03184511;-0,41705070
-20,56753781;-0,03180998;-0,41920640
-20,55729781;-0,03182747;-0,42001040
-20,54705781;-0,03181001;-0,42088630
-20,53681781;-0,03181879;-0,42245690
-20,52657781;-0,03189762;-0,42362620
-20,51633781;-0,03174000;-0,42391830
-20,50609781;-0,03182760;-0,42464900
-20,49585781;-0,03175758;-0,42618320
-20,48561781;-0,03180137;-0,42687730
-20,47537781;-0,03179254;-0,42797390
-20,46513781;-0,03181888;-0,42885040
-20,45489781;-0,03173138;-0,42947100
-20,44465781;-0,03181002;-0,43042050
-20,43441781;-0,03170497;-0,43093140
-20,42417781;-0,03171382;-0,43129690
-20,41393781;-0,03168747;-0,43162500
-20,40369781;-0,03180136;-0,43180770
-20,39345781;-0,03174003;-0,43231870
-20,38321781;-0,03167870;-0,43279310
-20,37297781;-0,03175757;-0,43345080
-20,36273781;-0,03171377;-0,43330400
-20,35249781;-0,03173125;-0,43370630
-20,34225781;-0,03171385;-0,43377850
-20,33201781;-0,03171377;-0,43410780
-20,32177781;-0,03178380;-0,43403420
-20,31153781;-0,03165251;-0,43385220
-20,30129781;-0,03169619;-0,43421730
-20,29105781;-0,03161749;-0,43392470
-20,28081781;-0,03174006;-0,43425400
-20,27057781;-0,03163503;-0,43392470
-20,26033781;-0,03165241;-0,43290200
-20,25009781;-0,03179260;-0,43290230
-20,23985781;-0,03167005;-0,43334110
-20,22961781;-0,03169634;-0,43312160
-20,21937781;-0,03174009;-0,43271980
-20,20913781;-0,03169622;-0,43261050
-20,19889781;-0,03165253;-0,43213620
-20,18865781;-0,03167009;-0,43177080
-20,17841781;-0,03161749;-0,43158860
-20,16817781;-0,03161748;-0,43104090
-20,15793781;-0,03160007;-0,43049380
-20,14769781;-0,03166998;-0,42965350
-20,13745781;-0,03160008;-0,42928840
-20,12721781;-0,03165244;-0,42826550
-20,11697781;-0,03163500;-0,42654910
-20,10673781;-0,03161746;-0,42541600
-20,09649781;-0,03166121;-0,42537940
-20,08625781;-0,03155622;-0,42413770
-20,07601781;-0,03159993;-0,42300500
-20,06577781;-0,03162624;-0,42187250
-20,05553781;-0,03160869;-0,42132470
-20,04529781;-0,03157370;-0,42026520
-20,03505781;-0,03158251;-0,41982770
-20,02481781;-0,03163498;-0,41752570
-20,01457781;-0,03158250;-0,41628390
-20,00433781;-0,03154742;-0,41478500
-19,99409781;-0,03157368;-0,41434630
-19,98385781;-0,03159117;-0,41339650
-19,97361781;-0,03152130;-0,41189870
-19,96337781;-0,03154745;-0,41083970
-19,95313781;-0,03161753;-0,40945110
-19,94289781;-0,03147743;-0,40707710
-19,93265781;-0,03146869;-0,40499390
-19,92241781;-0,03156493;-0,40437250
-19,91217782;-0,03151250;-0,40144990
-19,90193782;-0,03157374;-0,39965980
-19,89169782;-0,03148622;-0,39746710
-19,88145782;-0,03155628;-0,39567630
-19,87121782;-0,03152121;-0,39461640
-19,86097782;-0,03149488;-0,39286380
-19,85073782;-0,03149498;-0,38964860
-19,84049782;-0,03158238;-0,38796740
-19,83025782;-0,03146864;-0,38657970
-19,82001782;-0,03152997;-0,38438980
-19,80977782;-0,03141615;-0,38274850
-19,79953782;-0,03153873;-0,38015870
-19,78929782;-0,03145119;-0,37866230
-19,77905782;-0,03152118;-0,37687280
-19,76881782;-0,03145112;-0,37435170
-19,75857782;-0,03159996;-0,37193990
-19,74833782;-0,03151258;-0,36971140
-19,73809782;-0,03143370;-0,36722710
-19,72785782;-0,03140730;-0,36437750
-19,71761782;-0,03142495;-0,36233170
-19,70737782;-0,03145988;-0,35973820
-19,69713782;-0,03138989;-0,35827720
-19,68689782;-0,03146871;-0,35487950
-19,67665782;-0,03143367;-0,35195680
-19,66641782;-0,03143361;-0,34958170
-19,65617782;-0,03131115;-0,34610980
-19,64593782;-0,03146879;-0,34446650
-19,63569782;-0,03151240;-0,34190890
-19,62545782;-0,03145127;-0,33927790
-19,61521782;-0,03148619;-0,33595390
-19,60497782;-0,03134596;-0,33317880
-19,59473782;-0,03137240;-0,32985640
-19,58449782;-0,03141620;-0,32656850
-19,57425782;-0,03135491;-0,32422910
-19,56401782;-0,03130244;-0,32108650
-19,55377782;-0,03129349;-0,31747010
-19,54353782;-0,03133736;-0,31494940
-19,53329782;-0,03140757;-0,31151620
-19,52305782;-0,03137236;-0,30782480
-19,51281782;-0,03127614;-0,30534030
-19,50257782;-0,03131976;-0,30143200
-19,49233782;-0,03138108;-0,29850860
-19,48209782;-0,03131990;-0,29573370
-19,47185782;-0,03138105;-0,29120900
-19,46161782;-0,03127614;-0,28796110
-19,45137782;-0,03132865;-0,28536800
-19,44113782;-0,03129366;-0,28145830
-19,43089782;-0,03120613;-0,27831590
-19,42065782;-0,03131979;-0,27517240
-19,41041782;-0,03129354;-0,27155640
-19,40017782;-0,03130249;-0,26837850
-19,38993782;-0,03131987;-0,26512560
-19,37969782;-0,03134616;-0,26099750
-19,36945782;-0,03125851;-0,25635730
-19,35921782;-0,03126743;-0,25336150
-19,34897782;-0,03127621;-0,24941690
-19,33873782;-0,03126733;-0,24569090
-19,32849782;-0,03130238;-0,24214890
-19,31825782;-0,03127609;-0,23798500
-19,30801782;-0,03132856;-0,23455000
-19,29777782;-0,03123237;-0,23159160
-19,28753782;-0,03119732;-0,22764500
-19,27729782;-0,03124987;-0,22370010
-19,26705782;-0,03124986;-0,21938850
-19,25681782;-0,03124982;-0,21580740
-19,24657782;-0,03116227;-0,21215350
-19,23633782;-0,03117978;-0,20791550
-19,22609782;-0,03117974;-0,20393370
-19,21585782;-0,03114480;-0,20028100
-19,20561782;-0,03126737;-0,19739380
-19,19537782;-0,03110976;-0,19297910
-19,18513782;-0,03116243;-0,18867190
-19,17489782;-0,03113596;-0,18406880
-19,16465782;-0,03109215;-0,18027020
-19,15441782;-0,03110104;-0,17639760
-19,14417782;-0,03115346;-0,17252510
-19,13393782;-0,03110982;-0,16850570
-19,12369782;-0,03103975;-0,16364670
-19,11345782;-0,03104848;-0,15981020
-19,10321782;-0,03103093;-0,15560840
-19,09297782;-0,03116231;-0,15155260
-19,08273782;-0,03107475;-0,14691250
-19,07249782;-0,03110107;-0,14300550
-19,06225782;-0,03102223;-0,13822110
-19,05201782;-0,03103971;-0,13380020
-19,04177782;-0,03109227;-0,13058640
-19,03153782;-0,03099598;-0,12590950
-19,02129782;-0,03107475;-0,12251210
-19,01105782;-0,03099598;-0,11714150
-19,00081782;-0,03101344;-0,11235530
-18,99057782;-0,03094356;-0,10800660
-18,98033782;-0,03094346;-0,10325620
-18,97009782;-0,03097853;-0,09960426
-18,95985782;-0,03102231;-0,09493240
-18,94961782;-0,03090842;-0,09037109
-18,93937782;-0,03096089;-0,08598709
-18,92913782;-0,03093481;-0,08204146
-18,91889782;-0,03095226;-0,07710885
-18,90865782;-0,03089102;-0,07309128
-18,89841782;-0,03089108;-0,06925511
-18,88817782;-0,03096985;-0,06424928
-18,87793782;-0,03092589;-0,06033968
-18,86769782;-0,03083835;-0,05599176
-18,85745782;-0,03083853;-0,05179075
-18,84721782;-0,03082097;-0,04693290
-18,83697782;-0,03074215;-0,04171087
-18,82673782;-0,03082100;-0,03813029
-18,81649782;-0,03076863;-0,03316134
-18,80625782;-0,03068971;-0,02877670
-18,79601782;-0,03066348;-0,02391807
-18,78577782;-0,03065468;-0,01956995
-18,77553782;-0,03068971;-0,01496710
-18,76529782;-0,03060223;-0,01047331
-18,75505782;-0,03054969;-0,00547274
-18,74481782;-0,03048833;-0,00113154
-18,73457782;-0,03040973;0,00284430
-18,72433782;-0,03003321;0,00784276
-18,71409782;-0,02867654;0,01218929
-18,70385782;-0,02204262;0,01617135
-18,69361782;0,00045848;0,02022708
-18,68337782;0,02597117;0,02526943
-18,67313782;0,03181797;0,03078636
-18,66289782;0,02794930;0,03462167
-18,65265782;0,02780046;0,03958961
-18,64241782;0,02864069;0,04357154
-18,63217782;0,02850066;0,04882988
-18,62193782;0,02837817;0,05262953
-18,61169782;0,02838683;0,05741574
-18,60145782;0,02859700;0,06201855
-18,59121782;0,02856193;0,06643922
-18,58097782;0,02854444;0,07060484
-18,57073782;0,02857071;0,07440516
-18,56049782;0,02843942;0,07955647
-18,55025782;0,02847457;0,08434272
-18,54001782;0,02854449;0,08839715
-18,52977782;0,02850952;0,09135547
-18,51953782;0,02851824;0,09609956
-18,50929782;0,02854441;0,10077230
-18,49905782;0,02859700;0,10479130
-18,48881782;0,02857954;0,10910140
-18,47857782;0,02860577;0,11407010
-18,46833782;0,02853578;0,11830950
-18,45809782;0,02862329;0,12273020
-18,44785782;0,02854449;0,12663980
-18,43761782;0,02859691;0,13117000
-18,42737782;0,02847451;0,13548120
-18,41713782;0,02857082;0,14001170
-18,40689782;0,02857080;0,14446650
-18,39665782;0,02857948;0,14826520
-18,38641782;0,02860577;0,15275790
-18,37617782;0,02855327;0,15663010
-18,36593782;0,02860568;0,16061310
-18,35569782;0,02864949;0,16459540
-18,34545782;0,02870199;0,16894270
-18,33521782;0,02864081;0,17350990
-18,32497782;0,02860577;0,17825960
-18,31473782;0,02853579;0,18209630
-18,30449782;0,02861448;0,18615130
-18,29425782;0,02859711;0,19013200
-18,28401782;0,02857956;0,19388990
-18,27377783;0,02854434;0,19750300
-18,26353783;0,02855322;0,20144870
-18,25329783;0,02856204;0,20535810
-18,24305783;0,02853587;0,20952300
-18,23281783;0,02864072;0,21343190
-18,22257783;0,02861452;0,21690250
-18,21233783;0,02859697;0,22135980
-18,20209783;0,02857082;0,22530650
-18,19185783;0,02856208;0,22885050
-18,18161783;0,02860574;0,23239420
-18,17137783;0,02858825;0,23619340
-18,16113783;0,02857068;0,23984690
-18,15089783;0,02850958;0,24386310
-18,14065783;0,02851827;0,24777080
-18,13041783;0,02851818;0,25116950
-18,12017783;0,02856204;0,25442100
-18,10993783;0,02857954;0,25898760
-18,09969783;0,02851832;0,26300620
-18,08945783;0,02850949;0,26687930
-18,07921783;0,02852695;0,26965590
-18,06897783;0,02849195;0,27283410
-18,05873783;0,02849197;0,27710910
-18,04849783;0,02855330;0,28079810
-18,03825783;0,02850955;0,28419660
-18,02801783;0,02854447;0,28682760
-18,01777783;0,02857073;0,29062330
-18,00753783;0,02848325;0,29372460
-17,99729783;0,02857951;0,29752130
-17,98705783;0,02857080;0,30062720
-17,97681783;0,02854446;0,30354880
-17,96657783;0,02850066;0,30643530
-17,95633783;0,02850068;0,30946810
-17,94609783;0,02846580;0,31290350
-17,93585783;0,02842201;0,31622800
-17,92561783;0,02844824;0,31973550
-17,91537783;0,02843073;0,32305930
-17,90513783;0,02844821;0,32568950
-17,89489783;0,02853581;0,32937900
-17,88465783;0,02847457;0,33208160
-17,87441783;0,02845699;0,33511240
-17,86417783;0,02840455;0,33832670
-17,85393783;0,02850071;0,34055610
-17,84369783;0,02841318;0,34285780
-17,83345783;0,02848325;0,34545080
-17,82321783;0,02841315;0,34906920
