Tiempo;Canal A
(ms);(V)

-500,24050474;4,40397400
-500,15858474;4,35895900
-500,07666474;4,40397400
-499,99474474;4,40397400
-499,91282474;4,35895900
-499,83090474;4,35895900
-499,74898474;4,40397400
-499,66706475;4,40397400
-499,58514475;4,35895900
-499,50322475;4,35895900
-499,42130475;4,35895900
-499,33938475;4,31409600
-499,25746475;4,35895900
-499,17554475;4,35895900
-499,09362475;4,35895900
-499,01170475;4,35895900
-498,92978475;4,31409600
-498,84786475;4,35895900
-498,76594475;4,35895900
-498,68402475;4,31409600
-498,60210475;4,31409600
-498,52018475;4,31409600
-498,43826475;4,31409600
-498,35634475;4,31409600
-498,27442475;4,31409600
-498,19250475;4,31409600
-498,11058475;4,31409600
-498,02866476;4,35895900
-497,94674476;4,31409600
-497,86482476;4,31409600
-497,78290476;4,31409600
-497,70098476;4,31409600
-497,61906476;4,31409600
-497,53714476;4,31409600
-497,45522476;4,31409600
-497,37330476;4,31409600
-497,29138476;4,31409600
-497,20946476;4,35895900
-497,12754476;4,31409600
-497,04562476;4,31409600
-496,96370476;4,31409600
-496,88178476;4,31409600
-496,79986476;4,31409600
-496,71794476;4,31409600
-496,63602476;4,31409600
-496,55410476;4,31409600
-496,47218476;4,31409600
-496,39026477;4,31409600
-496,30834477;4,31409600
-496,22642477;4,31409600
-496,14450477;4,31409600
-496,06258477;4,31409600
-495,98066477;4,31409600
-495,89874477;4,31409600
-495,81682477;4,31409600
-495,73490477;4,31409600
-495,65298477;4,31409600
-495,57106477;4,31409600
-495,48914477;4,31409600
-495,40722477;4,31409600
-495,32530477;4,31409600
-495,24338477;4,31409600
-495,16146477;4,31409600
-495,07954477;4,31409600
-494,99762477;4,31409600
-494,91570477;4,31409600
-494,83378477;4,31409600
-494,75186478;4,31409600
-494,66994478;4,31409600
-494,58802478;4,31409600
-494,50610478;4,31409600
-494,42418478;4,31409600
-494,34226478;4,31409600
-494,26034478;4,31409600
-494,17842478;4,31409600
-494,09650478;4,31409600
-494,01458478;4,31409600
-493,93266478;4,31409600
-493,85074478;4,31409600
-493,76882478;4,31409600
-493,68690478;4,31409600
-493,60498478;4,31409600
-493,52306478;4,31409600
-493,44114478;4,31409600
-493,35922478;4,35895900
-493,27730478;4,35895900
-493,19538478;4,35895900
-493,11346478;4,31409600
-493,03154479;4,40397400
-492,94962479;4,40397400
-492,86770479;4,35895900
-492,78578479;4,40397400
-492,70386479;4,40397400
-492,62194479;4,40397400
-492,54002479;4,40397400
-492,45810479;4,40397400
-492,37618479;4,40397400
-492,29426479;4,40397400
-492,21234479;4,40397400
-492,13042479;4,40397400
-492,04850479;4,40397400
-491,96658479;4,40397400
-491,88466479;4,40397400
-491,80274479;4,40397400
-491,72082479;4,40397400
-491,63890479;4,40397400
-491,55698479;4,40397400
-491,47506479;4,40397400
-491,39314480;4,40397400
-491,31122480;4,40397400
-491,22930480;4,40397400
-491,14738480;4,40397400
-491,06546480;4,40397400
-490,98354480;4,40397400
-490,90162480;4,40397400
-490,81970480;4,40397400
-490,73778480;4,40397400
-490,65586480;4,40397400
