Tiempo;Canal A
(ms);(V)

-500,26452541;4,17920400
-500,18260541;4,22406700
-500,10068541;4,31409600
-500,01876542;4,31409600
-499,93684542;4,35895900
-499,85492542;4,40397400
-499,77300542;4,40397400
-499,69108542;4,44883600
-499,60916542;4,49385100
-499,52724542;4,49385100
-499,44532542;4,49385100
-499,36340542;4,53871300
-499,28148542;4,53871300
-499,19956542;4,58372700
-499,11764542;4,58372700
-499,03572542;4,58372700
-498,95380542;4,58372700
-498,87188542;4,62874200
-498,78996542;4,62874200
-498,70804542;4,62874200
-498,62612542;4,58372700
-498,54420542;4,58372700
-498,46228542;4,58372700
-498,38036542;4,58372700
-498,29844543;4,62874200
-498,21652543;4,58372700
-498,13460543;4,58372700
-498,05268543;4,58372700
-497,97076543;4,58372700
-497,88884543;4,58372700
-497,80692543;4,53871300
-497,72500543;4,49385100
-497,64308543;4,49385100
-497,56116543;4,49385100
-497,47924543;4,49385100
-497,39732543;4,49385100
-497,31540543;4,49385100
-497,23348543;4,49385100
-497,15156543;4,49385100
-497,06964543;4,49385100
-496,98772543;4,44883600
-496,90580543;4,49385100
-496,82388543;4,44883600
-496,74196543;4,44883600
-496,66004544;4,40397400
-496,57812544;4,40397400
-496,49620544;4,40397400
-496,41428544;4,40397400
-496,33236544;4,40397400
-496,25044544;4,40397400
-496,16852544;4,35895900
-496,08660544;4,35895900
-496,00468544;4,35895900
-495,92276544;4,35895900
-495,84084544;4,31409600
-495,75892544;4,31409600
-495,67700544;4,31409600
-495,59508544;4,31409600
-495,51316544;4,31409600
-495,43124544;4,31409600
-495,34932544;4,31409600
-495,26740544;4,31409600
-495,18548544;4,26908200
-495,10356544;4,26908200
-495,02164545;4,26908200
-494,93972545;4,22406700
-494,85780545;4,22406700
-494,77588545;4,22406700
-494,69396545;4,22406700
-494,61204545;4,22406700
-494,53012545;4,22406700
-494,44820545;4,22406700
-494,36628545;4,17920400
-494,28436545;4,17920400
-494,20244545;4,17920400
-494,12052545;4,13419000
-494,03860545;4,17920400
-493,95668545;4,13419000
-493,87476545;4,13419000
-493,79284545;4,13419000
-493,71092545;4,13419000
-493,62900545;4,13419000
-493,54708545;4,13419000
-493,46516545;4,08932800
-493,38324546;4,13419000
-493,30132546;4,08932800
-493,21940546;4,04431300
-493,13748546;4,04431300
-493,05556546;4,08932800
-492,97364546;4,04431300
-492,89172546;4,04431300
-492,80980546;4,04431300
-492,72788546;4,04431300
-492,64596546;4,04431300
-492,56404546;4,04431300
-492,48212546;3,99929800
-492,40020546;3,99929800
-492,31828546;3,99929800
-492,23636546;3,95443600
-492,15444546;3,95443600
-492,07252546;3,95443600
-491,99060546;3,95443600
-491,90868546;3,95443600
-491,82676546;3,95443600
-491,74484547;3,95443600
-491,66292547;3,95443600
-491,58100547;3,95443600
-491,49908547;3,95443600
-491,41716547;3,95443600
-491,33524547;3,90942100
-491,25332547;3,90942100
-491,17140547;3,90942100
-491,08948547;3,86455900
-491,00756547;3,86455900
-490,92564547;3,86455900
-490,84372547;3,90942100
-490,76180547;3,95443600
-490,67988547;3,95443600
