Tiempo;average(B);average(A)
-23,78737187;0,03081030;0,48005550
-23,77713187;0,03086445;0,48346630
-23,76689187;0,03082104;0,48644780
-23,75665187;0,03083183;0,49071160
-23,74641187;0,03082111;0,49583510
-23,73617187;0,03084280;0,49775690
-23,72593187;0,03085371;0,49925240
-23,71569187;0,03087525;0,50309780
-23,70545187;0,03081036;0,50587490
-23,69521187;0,03075609;0,51335210
-23,68497187;0,03081026;0,51655660
-23,67473187;0,03082111;0,51805180
-23,66449187;0,03074525;0,52040180
-23,65425187;0,03078856;0,52531530
-23,64401187;0,03076695;0,53022870
-23,63377187;0,03085359;0,53407410
-23,62353187;0,03079947;0,53556980
-23,61329187;0,03084274;0,53621080
-23,60305187;0,03076695;0,54219200
-23,59281187;0,03078864;0,54753290
-23,58257187;0,03086446;0,55159180
-23,57233187;0,03079943;0,55351450
-23,56209187;0,03071274;0,55522340
-23,55185187;0,03076691;0,55928260
-23,54161187;0,03074523;0,56419590
-23,53137187;0,03077770;0,56718650
-23,52113187;0,03069105;0,57060470
-23,51089187;0,03072353;0,57124400
-23,50065187;0,03077774;0,57337610
-23,49041187;0,03073443;0,57806210
-23,48017187;0,03066936;0,58360990
-23,46993187;0,03072357;0,58830540
-23,45969187;0,03076687;0,58894630
-23,44945187;0,03073432;0,59065530
-23,43921187;0,03070192;0,59321900
-23,42897187;0,03070188;0,59941430
-23,41873187;0,03070192;0,60240530
-23,40849187;0,03070185;0,60646410
-23,39825187;0,03068023;0,60667780
-23,38801187;0,03072356;0,60710480
-23,37777187;0,03071271;0,61116390
-23,36753187;0,03072360;0,61308660
-23,35729187;0,03073443;0,61757290
-23,34705187;0,03061520;0,62398160
-23,33681187;0,03058278;0,62483610
-23,32657187;0,03064778;0,62804040
-23,31633187;0,03070184;0,63231300
-23,30609187;0,03062591;0,63679930
-23,29585187;0,03063685;0,64064460
-23,28561187;0,03064778;0,64235360
-23,27537187;0,03062609;0,64278100
-23,26513187;0,03068016;0,64470210
-23,25489187;0,03062609;0,64683620
-23,24465187;0,03060440;0,65238340
-23,23441187;0,03060430;0,65728550
-23,22417187;0,03056095;0,66026990
-23,21393187;0,03065861;0,66069640
-23,20369187;0,03058271;0,66240480
-23,19345187;0,03061523;0,66582260
-23,18321187;0,03057185;0,66924090
-23,17297187;0,03049599;0,67372700
-23,16273187;0,03052858;0,67671780
-23,15249187;0,03059362;0,67821320
-23,14225187;0,03052851;0,67906780
-23,13201187;0,03047426;0,68013580
-23,12177187;0,03057186;0,68312670
-23,11153187;0,03056106;0,68633100
-23,10129187;0,03057188;0,69038990
-23,09105187;0,03050682;0,69273970
-23,08081187;0,03048516;0,69551690
-23,07057187;0,03057192;0,69722590
-23,06033187;0,03053948;0,69936230
-23,05009187;0,03058270;0,70064410
-23,03985187;0,03048523;0,70491660
-23,02961187;0,03048524;0,70854820
-23,01937187;0,03051776;0,71196630
-23,00913187;0,03052851;0,71346160
-22,99889187;0,03055016;0,71410260
-22,98865187;0,03050693;0,71495720
-22,97841187;0,03044182;0,71517070
-22,96817187;0,03048520;0,71837510
-22,95793187;0,03053940;0,72371630
-22,94769187;0,03043096;0,72777520
-22,93745187;0,03048516;0,73162060
-22,92721187;0,03047441;0,73226160
-22,91697187;0,03049596;0,73268740
-22,90673187;0,03043099;0,73353980
-22,89649187;0,03040930;0,73588160
-22,88625187;0,03052854;0,73843710
-22,87601187;0,03049606;0,74312970
-22,86577187;0,03046340;0,74419710
-22,85553187;0,03039851;0,74803940
-22,84529187;0,03046351;0,74996220
-22,83505187;0,03048513;0,74996220
-22,82481187;0,03039855;0,75038920
-22,81457187;0,03048509;0,75188480
-22,80433187;0,03038764;0,75359370
-22,79409187;0,03040937;0,75508910
-22,78385187;0,03039848;0,75722530
-22,77361187;0,03036603;0,76107060
-22,76337187;0,03040930;0,76342060
-22,75313187;0,03035520;0,76747950
-22,74289187;0,03045272;0,76726600
-22,73265187;0,03042021;0,76854740
-22,72241187;0,03036603;0,76982930
-22,71217187;0,03030100;0,77153830
-22,70193187;0,03038772;0,77260640
-22,69169187;0,03034434;0,77623820
-22,68145187;0,03036603;0,77773360
-22,67121187;0,03035524;0,78136560
-22,66097187;0,03042028;0,78307440
-22,65073187;0,03039848;0,78521110
-22,64049187;0,03036607;0,78542480
-22,63025187;0,03034427;0,78627940
-22,62001187;0,03022517;0,78649290
-22,60977187;0,03032262;0,78649290
-22,59953187;0,03035517;0,78862920
-22,58929187;0,03033355;0,79076560
-22,57905187;0,03027931;0,79375640
-22,56881187;0,03032265;0,79546520
-22,55857187;0,03036596;0,79952420
-22,54833187;0,03027938;0,80166070
-22,53809187;0,03029014;0,80294230
-22,52785187;0,03033356;0,80401020
-22,51761187;0,03022521;0,80443780
-22,50737187;0,03029003;0,80529210
-22,49713187;0,03026845;0,80486510
-22,48689187;0,03030092;0,80700110
-22,47665187;0,03030089;0,80977760
-22,46641187;0,03021424;0,81041630
-22,45617187;0,03023607;0,81340430
-22,44593187;0,03029002;0,81532230
-22,43569187;0,03016018;0,81532250
-22,42545187;0,03030103;0,81873100
-22,41521187;0,03030097;0,82000850
-22,40497187;0,03013849;0,82171180
-22,39473187;0,03023596;0,82171180
-22,38449187;0,03018180;0,82171240
-22,37425187;0,03020345;0,82192470
-22,36401187;0,03017097;0,82192520
-22,35377187;0,03017093;0,82235180
-22,34353187;0,03020338;0,82235180
-22,33329187;0,03021428;0,82384730
-22,32305187;0,03013845;0,82448830
-22,31281187;0,03012756;0,82555630
-22,30257187;0,03013835;0,82705180
-22,29233187;0,03012758;0,82897420
-22,28209187;0,03025772;0,83068350
-22,27185187;0,03016011;0,83217870
-22,26161187;0,03011672;0,83431490
-22,25137187;0,03017096;0,83538310
-22,24113187;0,03016018;0,83581050
-22,23089187;0,03016006;0,83773300
-22,22065187;0,03011676;0,83837400
-22,21041187;0,03014920;0,83922870
-22,20017187;0,03013845;0,83944200
-22,18993187;0,03013842;0,83986930
-22,17969187;0,03008421;0,84029680
-22,16945188;0,03014924;0,83986930
-22,15921188;0,03007339;0,84051010
-22,14897188;0,03017090;0,84072380
-22,13873188;0,03011665;0,84051010
-22,12849188;0,03011684;0,84243300
-22,11825188;0,03016007;0,84307420
-22,10801188;0,03005172;0,84307410
-22,09777188;0,03008413;0,84392850
-22,08753188;0,03009500;0,84456940
-22,07729188;0,03001928;0,84328780
-22,06705188;0,03014928;0,84563770
-22,05681188;0,03005177;0,84606520
-22,04657188;0,03013835;0,84627870
-22,03633188;0,02998673;0,84798790
-22,02609188;0,03011680;0,84862860
-22,01585188;0,03000827;0,84713330
-22,00561188;0,03004090;0,84991030
-21,99537188;0,03009507;0,84948330
-21,98513188;0,03005177;0,85012400
-21,97489188;0,03005165;0,85161950
-21,96465188;0,03003008;0,85183310
-21,95441188;0,03006245;0,85076490
-21,94417188;0,03005183;0,85076520
-21,93393188;0,03005176;0,85183320
-21,92369188;0,03005177;0,85097850
-21,91345188;0,03008425;0,85311480
-21,90321188;0,02997587;0,85311490
-21,89297188;0,03006255;0,85226040
-21,88273188;0,02999759;0,85268760
-21,87249188;0,03003000;0,85354210
-21,86225188;0,03007334;0,85354210
-21,85201188;0,02996505;0,85290130
-21,84177188;0,02997587;0,85332850
-21,83153188;0,03003015;0,85311490
-21,82129188;0,02995403;0,85354230
-21,81105188;0,02997587;0,85161950
-21,80081188;0,02998673;0,85268760
-21,79057188;0,02997583;0,85161950
-21,78033188;0,02993249;0,85311480
-21,77009188;0,03004094;0,85226040
-21,75985188;0,03001921;0,85204680
-21,74961188;0,02992162;0,85204680
-21,73937188;0,02988918;0,85119230
-21,72913188;0,03000835;0,84905600
-21,71889188;0,02997587;0,84991030
-21,70865188;0,02986749;0,84948310
-21,69841188;0,02996508;0,84884260
-21,68817188;0,02986742;0,84820150
-21,67793188;0,02989998;0,84841500
-21,66769188;0,02991087;0,84713310
-21,65745188;0,02993249;0,84691960
-21,64721188;0,02985681;0,84734680
-21,63697188;0,02994342;0,84627870
-21,62673188;0,02995418;0,84585150
-21,61649188;0,02985674;0,84371500
-21,60625188;0,02987828;0,84456960
-21,59601188;0,02994338;0,84264670
-21,58577188;0,02999756;0,84350120
-21,57553188;0,02985666;0,84307410
-21,56529188;0,02984584;0,84157840
-21,55505188;0,02988921;0,84008310
-21,54481188;0,02987835;0,84093770
-21,53457188;0,02990001;0,83986930
-21,52433188;0,02987831;0,83986930
-21,51409188;0,02984588;0,83986930
-21,50385188;0,02987825;0,83986930
-21,49361188;0,02986746;0,83880110
-21,48337188;0,02985666;0,83794680
-21,47313188;0,02982422;0,83922820
-21,46289188;0,02986746;0,83816030
-21,45265188;0,02992167;0,83495590
-21,44241188;0,02984591;0,83346060
-21,43217188;0,02983501;0,83281950
-21,42193188;0,02990001;0,83217880
-21,41169188;0,02977005;0,83046980
-21,40145188;0,02983490;0,82833360
-21,39121188;0,02981325;0,82747890
-21,38097188;0,02973749;0,82512890
-21,37073188;0,02984577;0,82406100
-21,36049188;0,02988925;0,82213830
-21,35025188;0,02988918;0,82299270
-21,34001188;0,02981325;0,82235180
-21,32977188;0,02983505;0,82213830
-21,31953188;0,02980257;0,82192470
-21,30929188;0,02981333;0,82128600
-21,29905188;0,02981336;0,82107280
-21,28881188;0,02974825;0,82107310
-21,27857188;0,02976994;0,81787790
-21,26833188;0,02988918;0,81851820
-21,25809188;0,02971573;0,81425570
-21,24785188;0,02978084;0,81191020
-21,23761188;0,02983498;0,81127160
-21,22737188;0,02980246;0,81020340
-21,21713188;0,02975916;0,80764160
-21,20689188;0,02979160;0,80636020
-21,19665188;0,02972656;0,80465140
-21,18641188;0,02976995;0,80465140
-21,17617188;0,02983504;0,80401050
-21,16593188;0,02978081;0,80336950
-21,15569188;0,02973746;0,80315580
-21,14545188;0,02980245;0,80059240
-21,13521188;0,02981332;0,79696080
-21,12497188;0,02983501;0,79418370
-21,11473188;0,02976995;0,79055180
-21,10449188;0,02976994;0,78777480
-21,09425188;0,02983494;0,78734740
-21,08401188;0,02979156;0,78670670
-21,07377188;0,02971581;0,78606570
-21,06353188;0,02972663;0,78585220
-21,05329188;0,02969411;0,78563860
-21,04305188;0,02974828;0,78392940
-21,03281188;0,02969409;0,78115210
-21,02257188;0,02974829;0,77987020
-21,01233188;0,02968333;0,77645190
-21,00209188;0,02973742;0,77452900
-20,99185188;0,02969397;0,77196560
-20,98161188;0,02969412;0,76961570
-20,97137188;0,02966161;0,76897470
-20,96113188;0,02971585;0,76747960
-20,95089188;0,02968326;0,76747930
-20,94065188;0,02970498;0,76555700
-20,93041188;0,02972660;0,76171140
-20,92017188;0,02970502;0,75850700
-20,90993188;0,02970499;0,75508920
-20,89969188;0,02967239;0,75338000
-20,88945188;0,02962909;0,75124380
-20,87921188;0,02962916;0,75038940
-20,86897188;0,02964002;0,75017570
-20,85873188;0,02962905;0,74996200
-20,84849188;0,02960736;0,74825310
-20,83825188;0,02963995;0,74611970
-20,82801188;0,02967250;0,74334200
-20,81777188;0,02972672;0,73928960
-20,80753188;0,02957488;0,73737190
-20,79729188;0,02970494;0,73375170
-20,78705188;0,02959664;0,73247450
-20,77681188;0,02967250;0,73226160
-20,76657188;0,02956405;0,73119330
-20,75633188;0,02972664;0,72991160
-20,74609188;0,02962912;0,72521180
-20,73585188;0,02967243;0,72157980
-20,72561188;0,02971585;0,71645250
-20,71537188;0,02957492;0,71517070
-20,70513188;0,02959657;0,71431620
-20,69489188;0,02960743;0,71367510
-20,68465188;0,02957484;0,71217970
-20,67441188;0,02961834;0,71153910
-20,66417188;0,02957499;0,70641180
-20,65393188;0,02962912;0,70320740
-20,64369188;0,02967250;0,69936230
-20,63345188;0,02965081;0,69786670
-20,62321188;0,02962919;0,69637130
-20,61297188;0,02963995;0,69487600
-20,60273188;0,02960747;0,69124430
-20,59249188;0,02966157;0,68739910
-20,58225188;0,02956405;0,68462200
-20,57201188;0,02956409;0,68120380
-20,56177188;0,02953157;0,67885420
-20,55153188;0,02957491;0,67778600
-20,54129188;0,02958578;0,67735880
-20,53105188;0,02952074;0,67543600
-20,52081189;0,02960740;0,67094980
-20,51057189;0,02960740;0,66646350
-20,50033189;0,02955323;0,66304560
-20,49009189;0,02960751;0,66090940
-20,47985189;0,02956416;0,65984360
-20,46961189;0,02954247;0,65813850
-20,45937189;0,02957495;0,65515560
-20,44913189;0,02954240;0,64961290
-20,43889189;0,02957492;0,64512960
-20,42865189;0,02956416;0,64320810
-20,41841189;0,02960747;0,64256730
-20,40817189;0,02949909;0,64128570
-20,39793189;0,02956416;0,63808130
-20,38769189;0,02945579;0,63402210
-20,37745189;0,02956420;0,62889500
-20,36721189;0,02942320;0,62547680
-20,35697189;0,02946661;0,62419520
-20,34673189;0,02944492;0,62077710
-20,33649189;0,02952079;0,61565010
-20,32625189;0,02949913;0,61137770
-20,31601189;0,02941237;0,60817310
-20,30577189;0,02952074;0,60667780
-20,29553189;0,02953157;0,60646410
-20,28529189;0,02957499;0,60475500
-20,27505189;0,02952078;0,60069610
-20,26481189;0,02952071;0,59620980
-20,25457189;0,02949902;0,59215090
-20,24433189;0,02948827;0,58937340
-20,23409189;0,02949912;0,58787880
-20,22385189;0,02950998;0,58617120
-20,21361189;0,02954237;0,58168840
-20,20337189;0,02947741;0,57507840
-20,19313189;0,02954247;0,57145680
-20,18289189;0,02952078;0,57103120
-20,17265189;0,02944492;0,56953640
-20,16241189;0,02950992;0,56654560
-20,15217189;0,02943406;0,56184590
-20,14193189;0,02941245;0,55586470
-20,13169189;0,02945575;0,55458270
-20,12145189;0,02943416;0,55159190
-20,11121189;0,02943409;0,54817370
-20,10097189;0,02945578;0,54261950
-20,09073189;0,02949906;0,53941490
-20,08049189;0,02957495;0,53578350
-20,07025189;0,02949909;0,53535600
-20,06001189;0,02950995;0,53321960
-20,04977189;0,02942327;0,52809250
-20,03953189;0,02949909;0,52381990
-20,02929189;0,02943409;0,52018820
-20,01905189;0,02947740;0,51655650
-20,00881189;0,02942327;0,51634290
-19,99857189;0,02942327;0,51014750
-19,98833189;0,02939079;0,50373860
-19,97809189;0,02940165;0,50032060
-19,96785189;0,02937985;0,49882520
-19,95761189;0,02942323;0,49711600
-19,94737189;0,02924986;0,49305790
-19,93713189;0,02945575;0,48815320
-19,92689189;0,02935834;0,48346630
-19,91665189;0,02943406;0,48091010
-19,90641189;0,02942327;0,47749260
-19,89617189;0,02935831;0,47364740
-19,88593189;0,02939075;0,46681120
-19,87569189;0,02930403;0,46339300
-19,86545189;0,02934745;0,46275210
-19,85521189;0,02939082;0,46104310
-19,84497189;0,02941236;0,45570240
-19,83473189;0,02932583;0,45014800
-19,82449189;0,02934733;0,44672990
-19,81425189;0,02933654;0,44523440
-19,80401189;0,02932576;0,44288450
-19,79377189;0,02932583;0,43647580
-19,78353189;0,02935823;0,43028070
-19,77329189;0,02929327;0,42814440
-19,76305189;0,02939068;0,42643520
-19,75281189;0,02927148;0,42365820
-19,74257189;0,02927162;0,41917180
-19,73233189;0,02931482;0,41340370
-19,72209189;0,02943413;0,41062660
-19,71185189;0,02928231;0,40721500
-19,70161189;0,02928244;0,40359360
-19,69137189;0,02929313;0,39740930
-19,68113189;0,02924986;0,39271250
-19,67089189;0,02932572;0,39143070
-19,66065189;0,02930406;0,38929450
-19,65041189;0,02926087;0,38416710
-19,64017189;0,02936910;0,37989440
-19,62993189;0,02931486;0,37562190
-19,61969189;0,02921741;0,37348560
-19,60945189;0,02928252;0,37177660
-19,59921189;0,02930403;0,36515410
-19,58897189;0,02923900;0,35938610
-19,57873189;0,02931500;0,35575420
-19,56849189;0,02923903;0,35489980
-19,55825189;0,02926079;0,34998620
-19,54801189;0,02920648;0,34592730
-19,53777189;0,02914148;0,33994590
-19,52753189;0,02921742;0,33631490
-19,51729189;0,02918493;0,33161710
-19,50705189;0,02918501;0,32479260
-19,49681189;0,02920651;0,32181110
-19,48657189;0,02916324;0,31946690
-19,47633189;0,02914152;0,31839960
-19,46609189;0,02907659;0,31220450
-19,45585189;0,02916321;0,30814550
-19,44561189;0,02917407;0,30280480
-19,43537189;0,02917389;0,30173670
-19,42513189;0,02914155;0,29789130
-19,41489189;0,02910915;0,29062770
-19,40465189;0,02911976;0,28571430
-19,39441189;0,02918490;0,28336440
-19,38417189;0,02911994;0,27951910
-19,37393189;0,02905480;0,27652840
-19,36369189;0,02913069;0,27161490
-19,35345189;0,02918490;0,26584680
-19,34321189;0,02917410;0,26413770
-19,33297189;0,02909813;0,25965150
-19,32273189;0,02907651;0,25153360
-19,31249189;0,02908735;0,24854280
-19,30225189;0,02905486;0,24705030
-19,29201189;0,02916324;0,24236570
-19,28177189;0,02911983;0,23639500
-19,27153189;0,02897893;0,23212390
-19,26129189;0,02910911;0,22934660
-19,25105189;0,02897908;0,22699670
-19,24081189;0,02894652;0,21781070
-19,23057189;0,02897900;0,21439260
-19,22033189;0,02893563;0,21097460
-19,21009189;0,02890311;0,20947920
-19,19985189;0,02895728;0,20413840
-19,18961189;0,02897901;0,19879760
-19,17937189;0,02892487;0,19516580
-19,16913189;0,02893562;0,19003880
-19,15889189;0,02883818;0,18320270
-19,14865189;0,02890315;0,18021190
-19,13841189;0,02891401;0,17722100
-19,12817189;0,02885984;0,17551200
-19,11793189;0,02885984;0,17124090
-19,10769189;0,02878393;0,16590880
-19,09745189;0,02878405;0,16143270
-19,08721189;0,02877311;0,15845140
-19,07697189;0,02878402;0,15482040
-19,06673189;0,02879480;0,14712980
-19,05649189;0,02876229;0,14242990
-19,04625189;0,02875143;0,14008000
-19,03601189;0,02871891;0,13730280
-19,02577189;0,02857801;0,13153480
-19,01553189;0,02867556;0,12683500
-19,00529189;0,02858880;0,12320320
-18,99505189;0,02858894;0,12042610
-18,98481189;0,02853478;0,11401720
-18,97457189;0,02840467;0,10867640
-18,96433189;0,02840482;0,10461750
-18,95409189;0,02841550;0,10333570
-18,94385189;0,02840478;0,09778129
-18,93361189;0,02830712;0,09137242
-18,92337189;0,02827460;0,08731347
-18,91313189;0,02829625;0,08582095
-18,90289189;0,02816633;0,08070333
-18,89265189;0,02817716;0,07345373
-18,88241189;0,02811205;0,06875754
-18,87217190;0,02810126;0,06790301
-18,86193190;0,02796037;0,06256297
-18,85169190;0,02799288;0,05743586
-18,84145190;0,02785203;0,05294962
-18,83121190;0,02775444;0,04718163
-18,82097190;0,02774358;0,04248179
-18,81073190;0,02757032;0,03692741
-18,80049190;0,02749449;0,03329571
-18,79025190;0,02740777;0,03158666
-18,78001190;0,02724515;0,02774133
-18,76977190;0,02720191;0,02197333
-18,75953190;0,02701767;0,01684623
-18,74929190;0,02681190;0,01513719
-18,73905190;0,02656259;0,01129330
-18,72881190;0,02641094;0,00254902
-18,71857190;0,02613995;-0,00086106
-18,70833190;0,02572813;-0,00384388
-18,69809190;0,02524067;-0,00661090
-18,68785190;0,02398375;-0,01194073
-18,67761190;0,01802399;-0,01748784
-18,66737190;0,00018856;-0,02111882
-18,65713190;-0,02296715;-0,02539140
-18,64689190;-0,03120246;-0,03158667
-18,63665190;-0,02811427;-0,03671378
-18,62641190;-0,02707399;-0,03906370
-18,61617190;-0,02811432;-0,04205451
-18,60593190;-0,02830923;-0,04718163
-18,59569190;-0,02829844;-0,05337689
-18,58545190;-0,02839599;-0,05636770
-18,57521190;-0,02858015;-0,06021302
-18,56497190;-0,02867766;-0,06598102
-18,55473190;-0,02880758;-0,07324445
-18,54449190;-0,02888349;-0,07495350
-18,53425190;-0,02897024;-0,07794288
-18,52401190;-0,02895928;-0,08264055
-18,51377190;-0,02902438;-0,08839545
-18,50353190;-0,02912185;-0,09265787
-18,49329190;-0,02918696;-0,09628668
-18,48305190;-0,02926275;-0,10226750
-18,47281190;-0,02934947;-0,10824920
-18,46257190;-0,02923020;-0,11059910
-18,45233190;-0,02930609;-0,11209450
-18,44209190;-0,02938214;-0,11722160
-18,43185190;-0,02942527;-0,12277600
-18,42161190;-0,02934943;-0,12747580
-18,41137190;-0,02945774;-0,12961210
-18,40113190;-0,02945774;-0,13388470
-18,39089190;-0,02957709;-0,13965270
-18,38065190;-0,02958788;-0,14691610
-18,37041190;-0,02950116;-0,14734340
-18,36017190;-0,02952285;-0,14969330
-18,34993190;-0,02964220;-0,15652950
-18,33969190;-0,02967453;-0,16058850
-18,32945190;-0,02972878;-0,16485970
-18,31921190;-0,02976130;-0,16890770
-18,30897190;-0,02971788;-0,17487480
-18,29873190;-0,02968536;-0,17957100
-18,28849190;-0,02972863;-0,18256180
-18,27825190;-0,02970709;-0,18427080
-18,26801190;-0,02978291;-0,19003880
-18,25777190;-0,02973957;-0,19431140
-18,24753190;-0,02978299;-0,19794310
-18,23729190;-0,02977212;-0,20072030
-18,22705190;-0,02973957;-0,20670190
-18,21681190;-0,02983712;-0,21311070
-18,20657190;-0,02983712;-0,21759700
-18,19633190;-0,02977209;-0,21866520
-18,18609190;-0,02981543;-0,22186960
-18,17585190;-0,02984795;-0,22656950
-18,16561190;-0,02978299;-0,23340560
-18,15537190;-0,02979370;-0,23831840
-18,14513190;-0,02972871;-0,24194860
-18,13489190;-0,02977205;-0,24898530
-18,12465190;-0,02982625;-0,25367210
-18,11441190;-0,02994550;-0,25495160
-18,10417190;-0,02979374;-0,25708800
-18,09393190;-0,02986964;-0,26093330
-18,08369190;-0,02988050;-0,26734220
-18,07345190;-0,02982622;-0,27140130
-18,06321190;-0,02984791;-0,27311020
-18,05297190;-0,02985877;-0,27887830
-18,04273190;-0,02989133;-0,28528720
-18,03249190;-0,02979381;-0,28891880
-18,02225190;-0,02980460;-0,29041420
-18,01201190;-0,02984795;-0,29468700
-18,00177190;-0,02984791;-0,29831860
-17,99153190;-0,02986960;-0,30494110
-17,98129190;-0,02975040;-0,30750460
-17,97105190;-0,02991309;-0,31070920
-17,96081190;-0,02986964;-0,31540880
-17,95057190;-0,02985884;-0,32117680
-17,94033190;-0,02981536;-0,32502130
-17,93009190;-0,02982629;-0,32651530
-17,91985190;-0,02981543;-0,32971100
-17,90961190;-0,02975040;-0,33546460
-17,89937190;-0,02982629;-0,34016080
-17,88913190;-0,02975047;-0,34357750
-17,87889190;-0,02985881;-0,34635470
-17,86865190;-0,02982622;-0,35148190
-17,85841190;-0,02983708;-0,35895890
-17,84817190;-0,02979385;-0,36173610
-17,83793190;-0,02975047;-0,36387250
-17,82769190;-0,02981542;-0,36622240
-17,81745190;-0,02986956;-0,37134940
-17,80721190;-0,02982626;-0,37754460
-17,79697190;-0,02983712;-0,37946710
-17,78673190;-0,02978291;-0,38288520
-17,77649190;-0,02977198;-0,38715780
-17,76625190;-0,02983708;-0,39335300
-17,75601190;-0,02980468;-0,39655760
-17,74577190;-0,02968537;-0,39826670
-17,73553190;-0,02981543;-0,40082960
-17,72529190;-0,02973961;-0,40467270
-17,71505190;-0,02977205;-0,40978950
-17,70481190;-0,02979381;-0,41383750
-17,69457190;-0,02975051;-0,41575520
-17,68433190;-0,02971802;-0,41938550
-17,67409190;-0,02980456;-0,42365810
-17,66385190;-0,02984795;-0,43113510
-17,65361190;-0,02978291;-0,43348510
-17,64337190;-0,02976137;-0,43455320
-17,63313190;-0,02980453;-0,43882580
-17,62289190;-0,02976122;-0,44224370
