Tiempo;Canal A
(ms);(V)

-25,01631901;0,04348888
-25,01119901;-0,00137333
-25,00607901;-0,00137333
-25,00095901;0,04348888
-24,99583901;0,04348888
-24,99071901;-0,00137333
-24,98559901;-0,00137333
-24,98047901;0,04348888
-24,97535901;0,08850367
-24,97023901;0,04348888
-24,96511901;0,04348888
-24,95999901;0,08850367
-24,95487901;0,08850367
-24,94975901;0,08850367
-24,94463901;0,08850367
-24,93951901;0,08850367
-24,93439901;0,08850367
-24,92927901;0,08850367
-24,92415901;0,08850367
-24,91903901;0,08850367
-24,91391901;0,08850367
-24,90879901;0,08850367
-24,90367901;0,08850367
-24,89855901;0,08850367
-24,89343901;0,08850367
-24,88831901;0,08850367
-24,88319901;0,13336590
-24,87807901;0,13336590
-24,87295901;0,13336590
-24,86783901;0,13336590
-24,86271901;0,13336590
-24,85759901;0,13336590
-24,85247901;0,17838070
-24,84735901;0,13336590
-24,84223901;0,13336590
-24,83711901;0,17838070
-24,83199901;0,17838070
-24,82687901;0,17838070
-24,82175901;0,17838070
-24,81663901;0,17838070
-24,81151901;0,17838070
-24,80639901;0,17838070
-24,80127901;0,22324290
-24,79615901;0,17838070
-24,79103901;0,17838070
-24,78591901;0,17838070
-24,78079901;0,22324290
-24,77567901;0,22324290
-24,77055901;0,26825770
-24,76543901;0,26825770
-24,76031901;0,26825770
-24,75519901;0,26825770
-24,75007901;0,26825770
-24,74495901;0,26825770
-24,73983901;0,31327250
-24,73471901;0,26825770
-24,72959901;0,31327250
-24,72447901;0,31327250
-24,71935901;0,31327250
-24,71423901;0,35813470
-24,70911901;0,31327250
-24,70399901;0,35813470
-24,69887901;0,35813470
-24,69375901;0,35813470
-24,68863901;0,35813470
-24,68351901;0,35813470
-24,67839901;0,35813470
-24,67327901;0,35813470
-24,66815901;0,35813470
-24,66303901;0,35813470
-24,65791901;0,40314950
-24,65279901;0,40314950
-24,64767901;0,44801170
-24,64255901;0,44801170
-24,63743901;0,44801170
-24,63231901;0,44801170
-24,62719901;0,44801170
-24,62207901;0,44801170
-24,61695901;0,44801170
-24,61183901;0,44801170
-24,60671901;0,49302650
-24,60159901;0,49302650
-24,59647901;0,53804130
-24,59135901;0,53804130
-24,58623901;0,53804130
-24,58111901;0,53804130
-24,57599901;0,53804130
-24,57087901;0,53804130
-24,56575901;0,53804130
-24,56063901;0,53804130
-24,55551901;0,53804130
-24,55039901;0,58290350
-24,54527901;0,58290350
-24,54015901;0,58290350
-24,53503901;0,58290350
-24,52991901;0,62791830
-24,52479901;0,62791830
-24,51967901;0,62791830
-24,51455901;0,62791830
-24,50943901;0,62791830
-24,50431901;0,62791830
-24,49919901;0,67278050
-24,49407901;0,67278050
-24,48895901;0,67278050
-24,48383901;0,67278050
-24,47871901;0,67278050
-24,47359901;0,71779540
-24,46847901;0,71779540
-24,46335901;0,71779540
-24,45823901;0,71779540
-24,45311901;0,71779540
-24,44799901;0,71779540
-24,44287901;0,71779540
-24,43775901;0,71779540
-24,43263901;0,71779540
-24,42751901;0,76281020
-24,42239901;0,76281020
-24,41727901;0,80767240
