Tiempo;Canal A
(ms);(V)

-50,03152788;-5,80340000
-50,02128788;-5,80340000
-50,01104788;-5,80340000
-50,00080788;-5,80340000
-49,99056788;-5,80340000
-49,98032788;-5,80340000
-49,97008788;-5,80340000
-49,95984788;-5,80340000
-49,94960788;-5,80340000
-49,93936788;-5,80340000
-49,92912788;-5,80340000
-49,91888788;-5,80340000
-49,90864788;-5,80340000
-49,89840788;-5,80340000
-49,88816788;-5,80340000
-49,87792788;-5,80340000
-49,86768788;-5,80340000
-49,85744788;-5,80340000
-49,84720788;-5,80340000
-49,83696788;-5,80340000
-49,82672788;-5,80340000
-49,81648788;-5,80340000
-49,80624788;-5,80340000
-49,79600788;-5,80340000
-49,78576788;-5,80340000
-49,77552788;-5,80340000
-49,76528788;-5,80340000
-49,75504788;-5,80340000
-49,74480788;-5,80340000
-49,73456788;-5,80340000
-49,72432788;-5,80340000
-49,71408788;-5,80340000
-49,70384788;-5,80340000
-49,69360788;-5,80340000
-49,68336788;-5,80340000
-49,67312788;-5,80340000
-49,66288788;-5,80340000
-49,65264788;-5,80340000
-49,64240788;-5,80340000
-49,63216788;-5,80340000
-49,62192788;-5,80340000
-49,61168788;-5,80340000
-49,60144788;-5,80340000
-49,59120788;-5,80340000
-49,58096788;-5,80340000
-49,57072788;-5,80340000
-49,56048788;-5,80340000
-49,55024788;-5,80340000
-49,54000788;-5,80340000
-49,52976788;-5,80340000
-49,51952788;-5,80340000
-49,50928788;-5,80340000
-49,49904788;-5,80340000
-49,48880788;-5,80340000
-49,47856788;-5,80340000
-49,46832788;-5,80340000
-49,45808788;-5,80340000
-49,44784788;-5,80340000
-49,43760788;-5,80340000
-49,42736788;-5,80340000
-49,41712788;-5,80340000
-49,40688788;-5,80340000
-49,39664788;-5,80340000
-49,38640788;-5,80340000
-49,37616788;-5,80340000
-49,36592788;-5,80340000
-49,35568788;-5,80340000
-49,34544788;-5,80340000
-49,33520788;-5,80340000
-49,32496788;-5,80340000
-49,31472788;-5,80340000
-49,30448788;-5,80340000
-49,29424788;-5,80340000
-49,28400788;-5,80340000
-49,27376788;-5,80340000
-49,26352788;-5,80340000
-49,25328788;-5,80340000
-49,24304788;-5,80340000
-49,23280788;-5,80340000
-49,22256788;-5,80340000
-49,21232788;-5,80340000
-49,20208788;-5,80340000
-49,19184788;-5,80340000
-49,18160788;-5,80340000
-49,17136788;-5,80340000
-49,16112788;-5,80340000
-49,15088788;-5,80340000
-49,14064788;-5,80340000
-49,13040788;-5,80340000
-49,12016788;-5,80340000
-49,10992788;-5,80340000
-49,09968788;-5,80340000
-49,08944788;-5,80340000
-49,07920788;-5,80340000
-49,06896788;-5,80340000
-49,05872788;-5,80340000
-49,04848788;-5,80340000
-49,03824788;-5,80340000
-49,02800788;-5,80340000
-49,01776788;-5,80340000
-49,00752788;-5,80340000
-48,99728788;-5,80340000
-48,98704788;-5,80340000
-48,97680788;-5,80340000
-48,96656788;-5,80340000
-48,95632788;-5,80340000
-48,94608788;-5,80340000
-48,93584788;-5,80340000
-48,92560788;-5,80340000
-48,91536788;-5,80340000
