Tiempo;Canal A
(ms);(V)

-50,02284795;-5,80340000
-50,01260795;-5,80340000
-50,00236795;-5,80340000
-49,99212795;-5,80340000
-49,98188795;-5,80340000
-49,97164795;-5,80340000
-49,96140795;-5,80340000
-49,95116795;-5,80340000
-49,94092795;-5,80340000
-49,93068795;-5,80340000
-49,92044795;-5,80340000
-49,91020795;-5,80340000
-49,89996795;-5,80340000
-49,88972795;-5,80340000
-49,87948795;-5,80340000
-49,86924795;-5,80340000
-49,85900795;-5,80340000
-49,84876795;-5,80340000
-49,83852795;-5,80340000
-49,82828795;-5,80340000
-49,81804795;-5,80340000
-49,80780795;-5,80340000
-49,79756795;-5,80340000
-49,78732795;-5,80340000
-49,77708795;-5,80340000
-49,76684795;-5,80340000
-49,75660795;-5,80340000
-49,74636795;-5,80340000
-49,73612795;-5,80340000
-49,72588795;-5,80340000
-49,71564795;-5,80340000
-49,70540795;-5,80340000
-49,69516795;-5,80340000
-49,68492795;-5,80340000
-49,67468795;-5,80340000
-49,66444795;-5,80340000
-49,65420795;-5,80340000
-49,64396795;-5,80340000
-49,63372795;-5,80340000
-49,62348795;-5,80340000
-49,61324795;-5,80340000
-49,60300795;-5,80340000
-49,59276795;-5,80340000
-49,58252795;-5,80340000
-49,57228795;-5,80340000
-49,56204795;-5,80340000
-49,55180795;-5,80340000
-49,54156795;-5,80340000
-49,53132795;-5,80340000
-49,52108795;-5,80340000
-49,51084795;-5,80340000
-49,50060795;-5,80340000
-49,49036795;-5,80340000
-49,48012795;-5,80340000
-49,46988795;-5,80340000
-49,45964795;-5,80340000
-49,44940795;-5,80340000
-49,43916795;-5,80340000
-49,42892795;-5,80340000
-49,41868795;-5,80340000
-49,40844795;-5,80340000
-49,39820795;-5,80340000
-49,38796795;-5,80340000
-49,37772795;-5,80340000
-49,36748795;-5,80340000
-49,35724795;-5,80340000
-49,34700795;-5,80340000
-49,33676795;-5,80340000
-49,32652795;-5,80340000
-49,31628795;-5,80340000
-49,30604795;-5,80340000
-49,29580795;-5,80340000
-49,28556795;-5,80340000
-49,27532796;-5,80340000
-49,26508796;-5,80340000
-49,25484796;-5,80340000
-49,24460796;-5,80340000
-49,23436796;-5,80340000
-49,22412796;-5,80340000
-49,21388796;-5,80340000
-49,20364796;-5,80340000
-49,19340796;-5,80340000
-49,18316796;-5,80340000
-49,17292796;-5,80340000
-49,16268796;-5,80340000
-49,15244796;-5,80340000
-49,14220796;-5,80340000
-49,13196796;-5,80340000
-49,12172796;-5,80340000
-49,11148796;-5,80340000
-49,10124796;-5,80340000
-49,09100796;-5,80340000
-49,08076796;-5,80340000
-49,07052796;-5,80340000
-49,06028796;-5,80340000
-49,05004796;-5,80340000
-49,03980796;-5,80340000
-49,02956796;-5,80340000
-49,01932796;-5,80340000
-49,00908796;-5,80340000
-48,99884796;-5,80340000
-48,98860796;-5,80340000
-48,97836796;-5,80340000
-48,96812796;-5,80340000
-48,95788796;-5,80340000
-48,94764796;-5,80340000
-48,93740796;-5,80340000
-48,92716796;-5,80340000
-48,91692796;-5,80340000
-48,90668796;-5,80340000
