Tiempo;Canal A
(ms);(V)

-50,02607778;-5,80340000
-50,01583778;-5,80340000
-50,00559778;-5,80340000
-49,99535778;-5,80340000
-49,98511778;-5,80340000
-49,97487778;-5,80340000
-49,96463778;-5,80340000
-49,95439778;-5,80340000
-49,94415778;-5,80340000
-49,93391778;-5,80340000
-49,92367778;-5,80340000
-49,91343778;-5,80340000
-49,90319778;-5,80340000
-49,89295778;-5,80340000
-49,88271778;-5,80340000
-49,87247778;-5,80340000
-49,86223778;-5,80340000
-49,85199778;-5,80340000
-49,84175778;-5,80340000
-49,83151778;-5,80340000
-49,82127778;-5,80340000
-49,81103778;-5,80340000
-49,80079778;-5,80340000
-49,79055778;-5,80340000
-49,78031778;-5,80340000
-49,77007778;-5,80340000
-49,75983778;-5,80340000
-49,74959778;-5,80340000
-49,73935778;-5,80340000
-49,72911778;-5,80340000
-49,71887778;-5,80340000
-49,70863778;-5,80340000
-49,69839778;-5,80340000
-49,68815778;-5,80340000
-49,67791778;-5,80340000
-49,66767778;-5,80340000
-49,65743778;-5,80340000
-49,64719778;-5,80340000
-49,63695778;-5,80340000
-49,62671778;-5,80340000
-49,61647778;-5,80340000
-49,60623778;-5,80340000
-49,59599778;-5,80340000
-49,58575778;-5,80340000
-49,57551778;-5,80340000
-49,56527778;-5,80340000
-49,55503778;-5,80340000
-49,54479778;-5,80340000
-49,53455778;-5,80340000
-49,52431778;-5,80340000
-49,51407778;-5,80340000
-49,50383778;-5,80340000
-49,49359778;-5,80340000
-49,48335778;-5,80340000
-49,47311778;-5,80340000
-49,46287778;-5,80340000
-49,45263778;-5,80340000
-49,44239778;-5,80340000
-49,43215778;-5,80340000
-49,42191778;-5,80340000
-49,41167778;-5,80340000
-49,40143778;-5,80340000
-49,39119778;-5,80340000
-49,38095778;-5,80340000
-49,37071778;-5,80340000
-49,36047778;-5,80340000
-49,35023778;-5,80340000
-49,33999778;-5,80340000
-49,32975778;-5,80340000
-49,31951778;-5,80340000
-49,30927778;-5,80340000
-49,29903778;-5,80340000
-49,28879778;-5,80340000
-49,27855778;-5,80340000
-49,26831778;-5,80340000
-49,25807778;-5,80340000
-49,24783778;-5,80340000
-49,23759778;-5,80340000
-49,22735778;-5,80340000
-49,21711778;-5,80340000
-49,20687778;-5,80340000
-49,19663778;-5,80340000
-49,18639778;-5,80340000
-49,17615778;-5,80340000
-49,16591778;-5,80340000
-49,15567778;-5,80340000
-49,14543778;-5,80340000
-49,13519778;-5,80340000
-49,12495778;-5,80340000
-49,11471778;-5,80340000
-49,10447778;-5,80340000
-49,09423778;-5,80340000
-49,08399778;-5,80340000
-49,07375778;-5,80340000
-49,06351778;-5,80340000
-49,05327778;-5,80340000
-49,04303778;-5,80340000
-49,03279778;-5,80340000
-49,02255778;-5,80340000
-49,01231778;-5,80340000
-49,00207778;-5,80340000
-48,99183778;-5,80340000
-48,98159778;-5,80340000
-48,97135778;-5,80340000
-48,96111778;-5,80340000
-48,95087778;-5,80340000
-48,94063778;-5,80340000
-48,93039778;-5,80340000
-48,92015778;-5,80340000
-48,90991778;-5,80340000
