Tiempo;Canal A
(ms);(V)

-50,02984777;-5,80340000
-50,01960777;-5,80340000
-50,00936777;-5,80340000
-49,99912777;-5,80340000
-49,98888777;-5,80340000
-49,97864777;-5,80340000
-49,96840777;-5,80340000
-49,95816777;-5,80340000
-49,94792777;-5,80340000
-49,93768777;-5,80340000
-49,92744777;-5,80340000
-49,91720777;-5,80340000
-49,90696777;-5,80340000
-49,89672777;-5,80340000
-49,88648777;-5,80340000
-49,87624777;-5,80340000
-49,86600777;-5,80340000
-49,85576777;-5,80340000
-49,84552777;-5,80340000
-49,83528777;-5,80340000
-49,82504777;-5,80340000
-49,81480777;-5,80340000
-49,80456777;-5,80340000
-49,79432777;-5,80340000
-49,78408777;-5,80340000
-49,77384777;-5,80340000
-49,76360777;-5,80340000
-49,75336777;-5,80340000
-49,74312777;-5,80340000
-49,73288777;-5,80340000
-49,72264777;-5,80340000
-49,71240777;-5,80340000
-49,70216777;-5,80340000
-49,69192777;-5,80340000
-49,68168777;-5,80340000
-49,67144777;-5,80340000
-49,66120777;-5,80340000
-49,65096777;-5,80340000
-49,64072777;-5,80340000
-49,63048777;-5,80340000
-49,62024777;-5,80340000
-49,61000777;-5,80340000
-49,59976777;-5,80340000
-49,58952777;-5,80340000
-49,57928777;-5,80340000
-49,56904777;-5,80340000
-49,55880777;-5,80340000
-49,54856777;-5,80340000
-49,53832777;-5,80340000
-49,52808777;-5,80340000
-49,51784777;-5,80340000
-49,50760777;-5,80340000
-49,49736777;-5,80340000
-49,48712777;-5,80340000
-49,47688777;-5,80340000
-49,46664777;-5,80340000
-49,45640777;-5,80340000
-49,44616777;-5,80340000
-49,43592777;-5,80340000
-49,42568777;-5,80340000
-49,41544777;-5,80340000
-49,40520777;-5,80340000
-49,39496777;-5,80340000
-49,38472777;-5,80340000
-49,37448777;-5,80340000
-49,36424777;-5,80340000
-49,35400778;-5,80340000
-49,34376778;-5,80340000
-49,33352778;-5,80340000
-49,32328778;-5,80340000
-49,31304778;-5,80340000
-49,30280778;-5,80340000
-49,29256778;-5,80340000
-49,28232778;-5,80340000
-49,27208778;-5,80340000
-49,26184778;-5,80340000
-49,25160778;-5,80340000
-49,24136778;-5,80340000
-49,23112778;-5,80340000
-49,22088778;-5,80340000
-49,21064778;-5,80340000
-49,20040778;-5,80340000
-49,19016778;-5,80340000
-49,17992778;-5,80340000
-49,16968778;-5,80340000
-49,15944778;-5,80340000
-49,14920778;-5,80340000
-49,13896778;-5,80340000
-49,12872778;-5,80340000
-49,11848778;-5,80340000
-49,10824778;-5,80340000
-49,09800778;-5,80340000
-49,08776778;-5,80340000
-49,07752778;-5,80340000
-49,06728778;-5,80340000
-49,05704778;-5,80340000
-49,04680778;-5,80340000
-49,03656778;-5,80340000
-49,02632778;-5,80340000
-49,01608778;-5,80340000
-49,00584778;-5,80340000
-48,99560778;-5,80340000
-48,98536778;-5,80340000
-48,97512778;-5,80340000
-48,96488778;-5,80340000
-48,95464778;-5,80340000
-48,94440778;-5,80340000
-48,93416778;-5,80340000
-48,92392778;-5,80340000
-48,91368778;-5,80340000
