Tiempo;Canal A
(ms);(V)

-50,03105476;-5,80340000
-50,02081477;-5,80340000
-50,01057477;-5,80340000
-50,00033477;-5,80340000
-49,99009477;-5,80340000
-49,97985477;-5,80340000
-49,96961477;-5,80340000
-49,95937477;-5,80340000
-49,94913477;-5,80340000
-49,93889477;-5,80340000
-49,92865477;-5,80340000
-49,91841477;-5,80340000
-49,90817477;-5,80340000
-49,89793477;-5,80340000
-49,88769477;-5,80340000
-49,87745477;-5,80340000
-49,86721477;-5,80340000
-49,85697477;-5,80340000
-49,84673477;-5,80340000
-49,83649477;-5,80340000
-49,82625477;-5,80340000
-49,81601477;-5,80340000
-49,80577477;-5,80340000
-49,79553477;-5,80340000
-49,78529477;-5,80340000
-49,77505477;-5,80340000
-49,76481477;-5,80340000
-49,75457477;-5,80340000
-49,74433477;-5,80340000
-49,73409477;-5,80340000
-49,72385477;-5,80340000
-49,71361477;-5,80340000
-49,70337477;-5,80340000
-49,69313477;-5,80340000
-49,68289477;-5,80340000
-49,67265477;-5,80340000
-49,66241477;-5,80340000
-49,65217477;-5,80340000
-49,64193477;-5,80340000
-49,63169477;-5,80340000
-49,62145477;-5,80340000
-49,61121477;-5,80340000
-49,60097477;-5,80340000
-49,59073477;-5,80340000
-49,58049477;-5,80340000
-49,57025477;-5,80340000
-49,56001477;-5,80340000
-49,54977477;-5,80340000
-49,53953477;-5,80340000
-49,52929477;-5,80340000
-49,51905477;-5,80340000
-49,50881477;-5,80340000
-49,49857477;-5,80340000
-49,48833477;-5,80340000
-49,47809477;-5,80340000
-49,46785477;-5,80340000
-49,45761477;-5,80340000
-49,44737477;-5,80340000
-49,43713477;-5,80340000
-49,42689477;-5,80340000
-49,41665477;-5,80340000
-49,40641477;-5,80340000
-49,39617477;-5,80340000
-49,38593477;-5,80340000
-49,37569477;-5,80340000
-49,36545477;-5,80340000
-49,35521477;-5,80340000
-49,34497477;-5,80340000
-49,33473477;-5,80340000
-49,32449477;-5,80340000
-49,31425477;-5,80340000
-49,30401477;-5,80340000
-49,29377477;-5,80340000
-49,28353477;-5,80340000
-49,27329477;-5,80340000
-49,26305477;-5,80340000
-49,25281477;-5,80340000
-49,24257477;-5,80340000
-49,23233477;-5,80340000
-49,22209477;-5,80340000
-49,21185477;-5,80340000
-49,20161477;-5,80340000
-49,19137477;-5,80340000
-49,18113477;-5,80340000
-49,17089477;-5,80340000
-49,16065477;-5,80340000
-49,15041477;-5,80340000
-49,14017477;-5,80340000
-49,12993477;-5,80340000
-49,11969477;-5,80340000
-49,10945477;-5,80340000
-49,09921477;-5,80340000
-49,08897477;-5,80340000
-49,07873477;-5,80340000
-49,06849477;-5,80340000
-49,05825477;-5,80340000
-49,04801477;-5,80340000
-49,03777477;-5,80340000
-49,02753477;-5,80340000
-49,01729477;-5,80340000
-49,00705477;-5,80340000
-48,99681477;-5,80340000
-48,98657477;-5,80340000
-48,97633477;-5,80340000
-48,96609477;-5,80340000
-48,95585477;-5,80340000
-48,94561477;-5,80340000
-48,93537477;-5,80340000
-48,92513477;-5,80340000
-48,91489477;-5,80340000
