Tiempo;Canal A
(ms);(V)

-50,02369732;-5,80340000
-50,01345732;-5,80340000
-50,00321732;-5,80340000
-49,99297732;-5,80340000
-49,98273732;-5,80340000
-49,97249732;-5,80340000
-49,96225732;-5,80340000
-49,95201732;-5,80340000
-49,94177732;-5,80340000
-49,93153732;-5,80340000
-49,92129732;-5,80340000
-49,91105732;-5,80340000
-49,90081732;-5,80340000
-49,89057732;-5,80340000
-49,88033732;-5,80340000
-49,87009732;-5,80340000
-49,85985732;-5,80340000
-49,84961732;-5,80340000
-49,83937732;-5,80340000
-49,82913732;-5,80340000
-49,81889732;-5,80340000
-49,80865732;-5,80340000
-49,79841732;-5,80340000
-49,78817732;-5,80340000
-49,77793732;-5,80340000
-49,76769732;-5,80340000
-49,75745732;-5,80340000
-49,74721732;-5,80340000
-49,73697732;-5,80340000
-49,72673732;-5,80340000
-49,71649732;-5,80340000
-49,70625732;-5,80340000
-49,69601732;-5,80340000
-49,68577732;-5,80340000
-49,67553732;-5,80340000
-49,66529732;-5,80340000
-49,65505732;-5,80340000
-49,64481732;-5,80340000
-49,63457732;-5,80340000
-49,62433732;-5,80340000
-49,61409732;-5,80340000
-49,60385732;-5,80340000
-49,59361732;-5,80340000
-49,58337732;-5,80340000
-49,57313732;-5,80340000
-49,56289732;-5,80340000
-49,55265732;-5,80340000
-49,54241732;-5,80340000
-49,53217732;-5,80340000
-49,52193732;-5,80340000
-49,51169732;-5,80340000
-49,50145732;-5,80340000
-49,49121732;-5,80340000
-49,48097732;-5,80340000
-49,47073732;-5,80340000
-49,46049732;-5,80340000
-49,45025732;-5,80340000
-49,44001732;-5,80340000
-49,42977732;-5,80340000
-49,41953732;-5,80340000
-49,40929732;-5,80340000
-49,39905732;-5,80340000
-49,38881732;-5,80340000
-49,37857732;-5,80340000
-49,36833732;-5,80340000
-49,35809732;-5,80340000
-49,34785732;-5,80340000
-49,33761732;-5,80340000
-49,32737732;-5,80340000
-49,31713732;-5,80340000
-49,30689732;-5,80340000
-49,29665732;-5,80340000
-49,28641732;-5,80340000
-49,27617732;-5,80340000
-49,26593732;-5,80340000
-49,25569732;-5,80340000
-49,24545732;-5,80340000
-49,23521732;-5,80340000
-49,22497732;-5,80340000
-49,21473732;-5,80340000
-49,20449732;-5,80340000
-49,19425732;-5,80340000
-49,18401732;-5,80340000
-49,17377732;-5,80340000
-49,16353732;-5,80340000
-49,15329732;-5,80340000
-49,14305732;-5,80340000
-49,13281732;-5,80340000
-49,12257732;-5,80340000
-49,11233732;-5,80340000
-49,10209732;-5,80340000
-49,09185732;-5,80340000
-49,08161732;-5,80340000
-49,07137732;-5,80340000
-49,06113732;-5,80340000
-49,05089732;-5,80340000
-49,04065732;-5,80340000
-49,03041732;-5,80340000
-49,02017732;-5,80340000
-49,00993732;-5,80340000
-48,99969732;-5,80340000
-48,98945732;-5,80340000
-48,97921732;-5,80340000
-48,96897732;-5,80340000
-48,95873732;-5,80340000
-48,94849732;-5,80340000
-48,93825732;-5,80340000
-48,92801732;-5,80340000
-48,91777732;-5,80340000
-48,90753732;-5,80340000
