Tiempo;average(A);average(B)
(ms);(V);(V)

-17,64938370;-0,43152640;-1,51234700
-17,63914370;-0,43385800;-1,51250300
-17,62890370;-0,43628560;-1,51469200
-17,61866370;-0,44008580;-1,51516000
-17,60842370;-0,44476880;-1,51547300
-17,59818370;-0,44879900;-1,51562900
-17,58794370;-0,45173480;-1,51641000
-17,57770370;-0,45510340;-1,51672300
-17,56746370;-0,45968970;-1,51750500
-17,55722370;-0,46466070;-1,51719200
-17,54698370;-0,46800010;-1,51750400
-17,53674370;-0,46995730;-1,51781700
-17,52650370;-0,47251970;-1,52031700
-17,51626370;-0,47652060;-1,51984800
-17,50602370;-0,48132790;-1,51984900
-17,49578370;-0,48527190;-1,52000500
-17,48554370;-0,48785120;-1,52016100
-17,47530370;-0,49067730;-1,52016100
-17,46506370;-0,49530560;-1,52172400
-17,45482370;-0,50083640;-1,52109800
-17,44458370;-0,50403330;-1,52203700
-17,43434370;-0,50578120;-1,52234900
-17,42410370;-0,50834360;-1,52188000
-17,41386370;-0,51205640;-1,52344300
-17,40362370;-0,51706660;-1,52344300
-17,39338370;-0,52094240;-1,52438000
-17,38314370;-0,52430100;-1,52484900
-17,37290370;-0,52826560;-1,52625500
-17,36266370;-0,53270820;-1,52609900
-17,35242370;-0,53716080;-1,52563000
-17,34218370;-0,53995260;-1,52594300
-17,33194370;-0,54166080;-1,52594200
-17,32170370;-0,54321580;-1,52656800
-17,31146370;-0,54683360;-1,52641200
-17,30122370;-0,55116180;-1,52656800
-17,29098370;-0,55515280;-1,52703700
-17,28074370;-0,55806030;-1,52781800
-17,27050370;-0,55983610;-1,52844400
-17,26026370;-0,56264670;-1,52828800
-17,25002370;-0,56756910;-1,52828800
-17,23978370;-0,57256940;-1,52922500
-17,22954370;-0,57583070;-1,53031900
-17,21930370;-0,57722180;-1,53047500
-17,20906370;-0,57907820;-1,53000600
-17,19882370;-0,58172880;-1,53016200
-17,18858370;-0,58611480;-1,53125600
-17,17834370;-0,58986190;-1,53172600
-17,16810370;-0,59349750;-1,53110100
-17,15786370;-0,59565710;-1,53281900
-17,14762370;-0,59834330;-1,53172500
-17,13738370;-0,60189350;-1,53281900
-17,12714370;-0,60669140;-1,53328800
-17,11690370;-0,61009850;-1,53281900
-17,10666370;-0,61236290;-1,53453800
-17,09642370;-0,61362950;-1,53281900
-17,08618370;-0,61571210;-1,53391300
-17,07594370;-0,61929130;-1,53360100
-17,06570370;-0,62309150;-1,53438200
-17,05546370;-0,62720860;-1,53469400
-17,04522370;-0,62986670;-1,53594500
-17,03498370;-0,63185390;-1,53625800
-17,02474370;-0,63423350;-1,53610100
-17,01450370;-0,63841690;-1,53563200
-17,00426370;-0,64316720;-1,53594500
-16,99402370;-0,64665000;-1,53641400
-16,98378370;-0,64850280;-1,53547600
-16,97354370;-0,64963500;-1,53657000
-16,96330370;-0,65141940;-1,53719500
-16,95306370;-0,65448800;-1,53688300
-16,94282370;-0,65773710;-1,53844500
-16,93258370;-0,66122200;-1,53907000
-16,92234370;-0,66401520;-1,53782000
-16,91210370;-0,66685620;-1,53766400
-16,90186370;-0,66903110;-1,53828900
-16,89162370;-0,67172710;-1,53813200
-16,88138370;-0,67566070;-1,53797600
-16,87114370;-0,67953870;-1,53938300
-16,86090370;-0,68253200;-1,53782000
-16,85066370;-0,68405790;-1,53875700
-16,84042370;-0,68493060;-1,53969500
-16,83018370;-0,68624540;-1,54032100
-16,81994370;-0,68830930;-1,53938300
-16,80970370;-0,69167660;-1,54016400
-16,79946370;-0,69527530;-1,54000800
-16,78922370;-0,69836550;-1,53953900
-16,77898370;-0,70094690;-1,54094500
-16,76874370;-0,70226970;-1,54078900
-16,75850370;-0,70329700;-1,54078900
-16,74826370;-0,70530220;-1,54016400
-16,73802370;-0,70848790;-1,54094500
-16,72778370;-0,71207650;-1,54047700
-16,71754370;-0,71579050;-1,54078900
-16,70730370;-0,71890900;-1,54203900
-16,69706370;-0,72020420;-1,54063300
-16,68682370;-0,72103950;-1,54141500
-16,67658370;-0,72203700;-1,54063200
-16,66634370;-0,72373630;-1,54125800
-16,65610370;-0,72661470;-1,54172700
-16,64586370;-0,72958970;-1,54235200
-16,63562370;-0,73238130;-1,54235200
-16,62538370;-0,73505850;-1,54203900
-16,61514370;-0,73713030;-1,54266400
-16,60490370;-0,73862670;-1,54188300
-16,59466370;-0,73999660;-1,54157000
-16,58442370;-0,74169150;-1,54328900
-16,57418370;-0,74463210;-1,54313300
-16,56394370;-0,74751690;-1,54313300
-16,55370370;-0,75077660;-1,54282000
-16,54346370;-0,75294440;-1,54375900
-16,53322370;-0,75501760;-1,54407100
-16,52298370;-0,75605310;-1,54297700
-16,51274370;-0,75665840;-1,54328900
-16,50250370;-0,75757000;-1,54313300
-16,49226371;-0,75883700;-1,54250800
-16,48202371;-0,76086120;-1,54391400
-16,47178371;-0,76320200;-1,54328900
-16,46154371;-0,76575570;-1,54391400
-16,45130371;-0,76823160;-1,54469600
-16,44106371;-0,77045690;-1,54344600
-16,43082371;-0,77206960;-1,54500900
-16,42058371;-0,77335590;-1,54422700
-16,41034371;-0,77429520;-1,54344500
-16,40010371;-0,77498580;-1,54422700
-16,38986371;-0,77591720;-1,54469600
-16,37962371;-0,77754840;-1,54360200
-16,36938371;-0,77966000;-1,54422700
-16,35914371;-0,78248100;-1,54297700
-16,34890371;-0,78543700;-1,54360200
-16,33866371;-0,78789290;-1,54438300
-16,32842371;-0,79007170;-1,54313300
-16,31818371;-0,79128070;-1,54391400
-16,30794371;-0,79206840;-1,54438300
-16,29770371;-0,79248880;-1,54469600
-16,28746371;-0,79297940;-1,54422700
-16,27722371;-0,79367890;-1,54422700
-16,26698371;-0,79462940;-1,54438400
-16,25674371;-0,79641380;-1,54344500
-16,24650371;-0,79851530;-1,54391500
-16,23626371;-0,80026170;-1,54422700
-16,22602371;-0,80200910;-1,54422700
-16,21578371;-0,80434120;-1,54297700
-16,20554371;-0,80585620;-1,54407100
-16,19530371;-0,80766040;-1,54438400
-16,18506371;-0,80867750;-1,54485200
-16,17482371;-0,80975220;-1,54375800
-16,16458371;-0,81084580;-1,54328900
-16,15434371;-0,81181550;-1,54344500
-16,14410371;-0,81312040;-1,54375800
-16,13386371;-0,81472110;-1,54422700
-16,12362371;-0,81592020;-1,54328900
-16,11338371;-0,81802850;-1,54328900
-16,10314371;-0,81956940;-1,54360200
-16,09290371;-0,82171340;-1,54344500
-16,08266371;-0,82282300;-1,54344500
-16,07242371;-0,82436190;-1,54329000
-16,06218371;-0,82553910;-1,54297600
-16,05194371;-0,82647480;-1,54360200
-16,04170371;-0,82685740;-1,54266400
-16,03146371;-0,82741090;-1,54282100
-16,02122371;-0,82788950;-1,54266500
-16,01098371;-0,82811830;-1,54297600
-16,00074371;-0,82834810;-1,54297700
-15,99050371;-0,82863500;-1,54282100
-15,98026371;-0,82888530;-1,54235200
-15,97002371;-0,82921020;-1,54219500
-15,95978371;-0,82970020;-1,54329000
-15,94954371;-0,83009300;-1,54157000
-15,93930371;-0,83125420;-1,54250800
-15,92906371;-0,83189760;-1,54266500
-15,91882371;-0,83246390;-1,54110200
-15,90858371;-0,83328010;-1,54266400
-15,89834371;-0,83476600;-1,54078900
-15,88810371;-0,83556280;-1,54141400
-15,87786371;-0,83601410;-1,54110100
-15,86762371;-0,83714580;-1,54203900
-15,85738371;-0,83832660;-1,54203900
-15,84714371;-0,83901690;-1,54235100
-15,83690371;-0,83994870;-1,54063200
-15,82666371;-0,84042810;-1,54250800
-15,81642371;-0,84138780;-1,54157000
-15,80618371;-0,84165630;-1,54094600
-15,79594371;-0,84233720;-1,54110100
-15,78570371;-0,84243410;-1,54032000
-15,77546371;-0,84302860;-1,54078900
-15,76522371;-0,84378640;-1,54063300
-15,75498371;-0,84396920;-1,54032000
-15,74474371;-0,84426680;-1,54032100
-15,73450371;-0,84446790;-1,53969500
-15,72426371;-0,84447720;-1,54094600
-15,71402371;-0,84486130;-1,53953900
-15,70378371;-0,84503440;-1,53828900
-15,69354371;-0,84535090;-1,53844500
-15,68330371;-0,84537040;-1,54016400
-15,67306371;-0,84543730;-1,53938300
-15,66282371;-0,84541820;-1,53953900
-15,65258371;-0,84527390;-1,54032100
-15,64234371;-0,84548510;-1,53891400
-15,63210371;-0,84555260;-1,53875800
-15,62186371;-0,84567660;-1,53797600
-15,61162371;-0,84577290;-1,53750700
-15,60138371;-0,84567640;-1,53797600
-15,59114371;-0,84576400;-1,53782000
-15,58090371;-0,84584060;-1,53828800
-15,57066371;-0,84551390;-1,53703900
-15,56042371;-0,84572480;-1,53641300
-15,55018371;-0,84579240;-1,53735100
-15,53994371;-0,84561930;-1,53594500
-15,52970371;-0,84558100;-1,53672600
-15,51946371;-0,84553350;-1,53547600
-15,50922371;-0,84534110;-1,53594500
-15,49898371;-0,84510090;-1,53547600
-15,48874371;-0,84516810;-1,53563200
-15,47850371;-0,84507310;-1,53531900
-15,46826371;-0,84468860;-1,53625800
-15,45802371;-0,84473590;-1,53563200
-15,44778371;-0,84450750;-1,53469500
-15,43754371;-0,84416200;-1,53453800
-15,42730371;-0,84365270;-1,53453800
-15,41706371;-0,84325820;-1,53391300
-15,40682371;-0,84300910;-1,53469400
-15,39658371;-0,84275120;-1,53469500
-15,38634371;-0,84177140;-1,53344400
-15,37610371;-0,84176270;-1,53313200
-15,36586371;-0,84097520;-1,53297500
-15,35562371;-0,84007330;-1,53250600
-15,34538371;-0,83934420;-1,53172600
-15,33514371;-0,83842290;-1,53125600
-15,32490371;-0,83804880;-1,53141300
-15,31466371;-0,83694500;-1,53203800
-15,30442371;-0,83609100;-1,53125600
-15,29418371;-0,83489180;-1,53141300
-15,28394371;-0,83388380;-1,53266200
-15,27370371;-0,83316430;-1,53063100
-15,26346371;-0,83234860;-1,53063100
-15,25322371;-0,83126440;-1,53141200
-15,24298371;-0,83043890;-1,53016200
-15,23274371;-0,82989190;-1,53047500
-15,22250371;-0,82934560;-1,53047500
-15,21226371;-0,82915370;-1,52922500
-15,20202371;-0,82870230;-1,52938100
-15,19178371;-0,82837670;-1,52938100
-15,18154371;-0,82819470;-1,52938200
-15,17130371;-0,82794640;-1,52844400
-15,16106371;-0,82774560;-1,52938100
-15,15082371;-0,82723890;-1,52766200
-15,14058371;-0,82672290;-1,52734900
-15,13034371;-0,82571070;-1,52719300
-15,12010371;-0,82498400;-1,52750600
-15,10986371;-0,82322530;-1,52641200
-15,09962371;-0,82204880;-1,52688100
-15,08938371;-0,82044020;-1,52594300
-15,07914371;-0,81868950;-1,52610000
-15,06890371;-0,81697410;-1,52641200
-15,05866371;-0,81497970;-1,52531800
-15,04842371;-0,81361010;-1,52500500
-15,03818371;-0,81227570;-1,52516100
-15,02794371;-0,81154630;-1,52563000
-15,01770371;-0,81015600;-1,52406800
-15,00746371;-0,80927340;-1,52485000
-14,99722371;-0,80767030;-1,52344300
-14,98698371;-0,80673010;-1,52422400
-14,97674371;-0,80518440;-1,52422400
-14,96650371;-0,80297850;-1,52313000
-14,95626371;-0,80106840;-1,52250500
-14,94602371;-0,79914900;-1,52188000
-14,93578371;-0,79712430;-1,52250500
-14,92554371;-0,79537800;-1,52094300
-14,91530371;-0,79425600;-1,52125500
-14,90506371;-0,79325700;-1,52063000
-14,89482371;-0,79283500;-1,52109800
-14,88458371;-0,79232620;-1,52109900
-14,87434371;-0,79149190;-1,52063000
-14,86410371;-0,79083900;-1,51953600
-14,85386371;-0,78915030;-1,51953500
-14,84362372;-0,78651090;-1,51953600
-14,83338372;-0,78387180;-1,51953600
-14,82314372;-0,78117600;-1,51953600
-14,81290372;-0,77856570;-1,51875400
-14,80266372;-0,77678150;-1,51766100
-14,79242372;-0,77555270;-1,51750400
-14,78218372;-0,77463140;-1,51813000
-14,77194372;-0,77401750;-1,51703600
-14,76170372;-0,77290410;-1,51594200
-14,75146372;-0,77153170;-1,51656700
-14,74122372;-0,76937320;-1,51625400
-14,73098372;-0,76735700;-1,51547300
-14,72074372;-0,76499740;-1,51469100
-14,71050372;-0,76215670;-1,51469100
-14,70026372;-0,75982570;-1,51469100
-14,69002372;-0,75836590;-1,51469100
-14,67978372;-0,75732990;-1,51422300
-14,66954372;-0,75651430;-1,51375400
-14,65930372;-0,75549720;-1,51359800
-14,64906372;-0,75429810;-1,51187800
-14,63882372;-0,75216830;-1,51297200
-14,62858372;-0,74954910;-1,51156600
-14,61834372;-0,74597300;-1,51203500
-14,60810372;-0,74334870;-1,51172200
-14,59786372;-0,74088770;-1,51156600
-14,58762372;-0,73933580;-1,51109700
-14,57738372;-0,73800470;-1,51047200
-14,56714372;-0,73643050;-1,51016000
-14,55690372;-0,73388770;-1,51031600
-14,54666372;-0,73105700;-1,50953500
-14,53642372;-0,72805350;-1,50875300
-14,52618372;-0,72504070;-1,51016000
-14,51594372;-0,72293040;-1,50719000
-14,50570372;-0,72143250;-1,50781600
-14,49546372;-0,72064550;-1,50781600
-14,48522372;-0,71959050;-1,50703400
-14,47498372;-0,71798750;-1,50640900
-14,46474372;-0,71477350;-1,50687800
-14,45450372;-0,71063790;-1,50609700
-14,44426372;-0,70677030;-1,50578400
-14,43402372;-0,70436220;-1,50547200
-14,42378372;-0,70303820;-1,50484600
-14,41354372;-0,70173280;-1,50469000
-14,40330372;-0,70013010;-1,50422100
-14,39306372;-0,69734820;-1,50328300
-14,38282372;-0,69394120;-1,50422100
-14,37258372;-0,69039110;-1,50312700
-14,36234372;-0,68740670;-1,50125200
-14,35210372;-0,68575530;-1,50203400
-14,34186372;-0,68466170;-1,50125200
-14,33162372;-0,68361620;-1,50109600
-14,32138372;-0,68163910;-1,50031500
-14,31114372;-0,67829020;-1,49968900
-14,30090372;-0,67444260;-1,49968900
-14,29066372;-0,67074830;-1,49843900
-14,28042372;-0,66821750;-1,49718900
-14,27018372;-0,66593650;-1,49890800
-14,25994372;-0,66326900;-1,49765800
-14,24970372;-0,65990020;-1,49718900
-14,23946372;-0,65688370;-1,49609500
-14,22922372;-0,65340480;-1,49609500
-14,21898372;-0,65064170;-1,49484500
-14,20874372;-0,64932760;-1,49453200
-14,19850372;-0,64810970;-1,49422000
-14,18826372;-0,64594110;-1,49343800
-14,17802372;-0,64150670;-1,49265700
-14,16778372;-0,63727500;-1,49297000
-14,15754372;-0,63333090;-1,49172000
-14,14730372;-0,63127790;-1,49172000
-14,13706372;-0,62908020;-1,49187600
-14,12682372;-0,62651780;-1,49062600
-14,11658372;-0,62206470;-1,49000100
-14,10634372;-0,61787220;-1,48875000
-14,09610372;-0,61500190;-1,48890700
-14,08586372;-0,61319800;-1,48796900
-14,07562372;-0,61175850;-1,48718800
-14,06538372;-0,60919640;-1,48578100
-14,05514372;-0,60507010;-1,48640600
-14,04490372;-0,60087670;-1,48531200
-14,03466372;-0,59726810;-1,48500000
-14,02442372;-0,59491750;-1,48453100
-14,01418372;-0,59246140;-1,48328100
-14,00394372;-0,58920070;-1,48296900
-13,99370372;-0,58491700;-1,48265600
-13,98346372;-0,58088700;-1,48140600
-13,97322372;-0,57851390;-1,48062400
-13,96298372;-0,57689570;-1,47953000
-13,95274372;-0,57487140;-1,47906100
-13,94250372;-0,57109070;-1,47937400
-13,93226372;-0,56597640;-1,47796800
-13,92202372;-0,56157200;-1,47781100
-13,91178372;-0,55928890;-1,47624800
-13,90154372;-0,55761870;-1,47593600
-13,89130372;-0,55449050;-1,47484200
-13,88106372;-0,54963500;-1,47421700
-13,87082372;-0,54574980;-1,47406100
-13,86058372;-0,54262050;-1,47327800
-13,85034372;-0,54120080;-1,47265400
-13,84010372;-0,53970320;-1,47234200
-13,82986372;-0,53630660;-1,47124800
-13,81962372;-0,53152790;-1,46999800
-13,80938372;-0,52703630;-1,46906000
-13,79914372;-0,52335160;-1,46765300
-13,78890372;-0,52015610;-1,46859100
-13,77866372;-0,51565600;-1,46734100
-13,76842372;-0,51089600;-1,46702800
-13,75818372;-0,50729680;-1,46499700
-13,74794372;-0,50550250;-1,46405900
-13,73770372;-0,50345810;-1,46390300
-13,72746372;-0,49913110;-1,46343400
-13,71722372;-0,49400130;-1,46171500
-13,70698372;-0,48940280;-1,46187100
-13,69674372;-0,48703680;-1,46187200
-13,68650372;-0,48466780;-1,45999600
-13,67626372;-0,48026330;-1,45968400
-13,66602372;-0,47571510;-1,45937100
-13,65578372;-0,47175220;-1,45905800
-13,64554372;-0,46954500;-1,45733900
-13,63530372;-0,46749140;-1,45796500
-13,62506372;-0,46369190;-1,45593300
-13,61482372;-0,45875930;-1,45577700
-13,60458372;-0,45436450;-1,45452600
-13,59434372;-0,45122670;-1,45390100
-13,58410372;-0,44806020;-1,45390200
-13,57386372;-0,44385710;-1,45124500
-13,56362372;-0,43905900;-1,45077600
-13,55338372;-0,43547950;-1,45108900
-13,54314372;-0,43348380;-1,44858800
-13,53290372;-0,43086440;-1,44827600
-13,52266372;-0,42618170;-1,44718100
-13,51242372;-0,42044320;-1,44843100
-13,50218372;-0,41690300;-1,44780700
-13,49194372;-0,41454670;-1,44577600
-13,48170372;-0,41096720;-1,44483800
-13,47146372;-0,40649520;-1,44421300
-13,46122372;-0,40157790;-1,44358800
-13,45098372;-0,39872980;-1,44327500
-13,44074372;-0,39674350;-1,44265000
-13,43050372;-0,39417160;-1,44186800
-13,42026372;-0,38951760;-1,44077500
-13,41002372;-0,38408700;-1,43968100
-13,39978372;-0,38072850;-1,43936800
-13,38954372;-0,37739780;-1,43811800
-13,37930372;-0,37305100;-1,43749300
-13,36906372;-0,36817600;-1,43671100
-13,35882372;-0,36423180;-1,43546200
-13,34858372;-0,36196740;-1,43452400
-13,33834372;-0,35934780;-1,43436700
-13,32810372;-0,35427150;-1,43327400
-13,31786372;-0,34837050;-1,43092900
-13,30762372;-0,34474370;-1,43108600
-13,29738372;-0,34141480;-1,42983500
-13,28714372;-0,33698580;-1,42952200
-13,27690372;-0,33166040;-1,42905400
-13,26666372;-0,32769760;-1,42827300
-13,25642372;-0,32534160;-1,42749100
-13,24618372;-0,32230070;-1,42608500
-13,23594372;-0,31700420;-1,42452200
-13,22570372;-0,31200420;-1,42405300
-13,21546372;-0,30842460;-1,42217800
-13,20522372;-0,30493220;-1,42124100
-13,19498373;-0,30018200;-1,42139600
-13,18474373;-0,29512540;-1,42045900
-13,17450373;-0,29177650;-1,41748900
-13,16426373;-0,28933950;-1,41764600
-13,15402373;-0,28565500;-1,41655200
-13,14378373;-0,27942680;-1,41545800
-13,13354373;-0,27414950;-1,41452100
-13,12330373;-0,27161630;-1,41389600
-13,11306373;-0,26828610;-1,41264500
-13,10282373;-0,26328690;-1,41077000
-13,09258373;-0,25798010;-1,41045700
-13,08234373;-0,25522630;-1,40873800
-13,07210373;-0,25312780;-1,40733200
-13,06186373;-0,24996730;-1,40623800
-13,05162373;-0,24426670;-1,40655100
-13,04138373;-0,23912730;-1,40436200
-13,03114373;-0,23475300;-1,40420700
-13,02090373;-0,22953280;-1,40154900
-13,01066373;-0,22426470;-1,39998700
-13,00042373;-0,21999470;-1,39998700
-12,99018373;-0,21766280;-1,39779900
-12,97994373;-0,21378600;-1,39717400
-12,96970373;-0,20747220;-1,39717400
-12,95946373;-0,20228070;-1,39639200
-12,94922373;-0,19959400;-1,39404900
-12,93898373;-0,19612020;-1,39295500
-12,92874373;-0,19065060;-1,39233000
-12,91850373;-0,18578550;-1,39092300
-12,90826373;-0,18278170;-1,38951600
-12,89802373;-0,18012480;-1,38889200
-12,88778373;-0,17564800;-1,38764200
-12,87754373;-0,16986280;-1,38654700
-12,86730373;-0,16545860;-1,38529700
-12,85706373;-0,16198880;-1,38310900
-12,84682373;-0,15739300;-1,38310900
-12,83658373;-0,15180850;-1,38138900
-12,82634373;-0,14798940;-1,38045200
-12,81610373;-0,14583040;-1,37779500
-12,80586373;-0,14141640;-1,37701400
-12,79562373;-0,13539990;-1,37638900
-12,78538373;-0,13054420;-1,37513900
-12,77514373;-0,12768400;-1,37341900
-12,76490373;-0,12387330;-1,37373200
-12,75466373;-0,11847940;-1,37154400
-12,74442373;-0,11369060;-1,37201300
-12,73418373;-0,11071580;-1,36998100
-12,72394373;-0,10836480;-1,36857500
-12,71370373;-0,10324060;-1,36670000
-12,70346373;-0,09715707;-1,36669900
-12,69322373;-0,09280426;-1,36591700
-12,68298373;-0,08869676;-1,36466700
-12,67274373;-0,08366016;-1,36388600
-12,66250373;-0,07857995;-1,36169800
-12,65226373;-0,07552955;-1,35997900
-12,64202373;-0,07296754;-1,35966600
-12,63178373;-0,06776637;-1,35779200
-12,62154373;-0,06108675;-1,35685300
-12,61130373;-0,05716174;-1,35466500
-12,60106373;-0,05355353;-1,35404100
-12,59082373;-0,04830467;-1,35247800
-12,58058373;-0,04288299;-1,35122800
-12,57034373;-0,03956278;-1,34919600
-12,56010373;-0,03658795;-1,34872800
-12,54986373;-0,03202960;-1,34622700
-12,53962373;-0,02633897;-1,34560200
-12,52938373;-0,02180018;-1,34435200
-12,51914373;-0,01852844;-1,34185100
-12,50890373;-0,01313116;-1,34028800
-12,49866373;-0,00801748;-1,33794400
-12,48842373;-0,00437133;-1,33622500
-12,47818373;-0,00199877;-1,33356900
-12,46794373;0,00273150;-1,33122500
-12,45770373;0,00947594;-1,32966100
-12,44746373;0,01394261;-1,32653600
-12,43722373;0,01644679;-1,32466100
-12,42698373;0,02076504;-1,32309800
-12,41674373;0,02623497;-1,31981600
-12,40650373;0,03086062;-1,31903500
-12,39626373;0,03321180;-1,31637800
-12,38602373;0,03610975;-1,31434700
-12,37578373;0,04122429;-1,31215800
-12,36554373;0,04715452;-1,30997100
-12,35530373;0,05182763;-1,30840800
-12,34506373;0,05673131;-1,30653300
-12,33482373;0,06227823;-1,30293900
-12,32458373;0,06671225;-1,30168800
-12,31434373;0,06911101;-1,29809400
-12,30410373;0,07282087;-1,29481100
-12,29386373;0,07924008;-1,29325000
-12,28362373;0,08463155;-1,28996700
-12,27338373;0,08765923;-1,28684200
-12,26314373;0,09146805;-1,28434200
-12,25290373;0,09710073;-1,27996600
-12,24266373;0,10198500;-1,27574700
-12,23242373;0,10448950;-1,27090200
-12,22218373;0,10760810;-1,26683800
-12,21194373;0,11323120;-1,26136900
-12,20170373;0,11853770;-1,25308700
-12,19146373;0,12229950;-1,24527200
-12,18122373;0,12568790;-1,23542600
-12,17098373;0,13112040;-1,22120600
-12,16074373;0,13613020;-1,20620400
-12,15050373;0,13938360;-1,18213800
-12,14026373;0,14198400;-1,15260100
-12,13002373;0,14656100;-1,11571000
-12,11978373;0,15336430;-1,06599000
-12,10954373;0,15735520;-1,00736700
-12,09930373;0,16008500;-0,93813010
-12,08906373;0,16416210;-0,86655450
-12,07882373;0,16961250;-0,78841720
-12,06858373;0,17434910;-0,69715230
-12,05834373;0,17638270;-0,58541460
-12,04810373;0,17883920;-0,45570560
-12,03786373;0,18361800;-0,31286950
-12,02762373;0,18927010;-0,16550140
-12,01738373;0,19348280;-0,01969602
-12,00714373;0,19656310;0,12501540
-11,99690373;0,20118830;0,26456980
-11,98666373;0,20665780;0,40037320
-11,97642373;0,21038100;0,53070770
-11,96618373;0,21245360;0,65525970
-11,95594373;0,21580250;0,77512280
-11,94570373;0,22207810;0,88889190
-11,93546373;0,22728860;1,00078500
-11,92522373;0,23109800;1,10815200
-11,91498373;0,23451200;1,21163200
-11,90474373;0,24020380;1,30838900
-11,89450373;0,24490430;1,38809800
-11,88426373;0,24786240;1,43466900
-11,87402373;0,25025140;1,45045300
-11,86378373;0,25505180;1,45357900
-11,85354373;0,26089810;1,45701600
-11,84330373;0,26492910;1,46108000
-11,83306373;0,26829740;1,46389200
-11,82282373;0,27255810;1,46717500
-11,81258373;0,27756690;1,46983100
-11,80234373;0,28192350;1,47248700
-11,79210373;0,28420700;1,47483100
-11,78186373;0,28765170;1,47733200
-11,77162373;0,29373570;1,47920700
-11,76138373;0,29930080;1,48077000
-11,75114373;0,30196880;1,48264500
-11,74090373;0,30478010;1,48483300
-11,73066373;0,30948200;1,48686400
-11,72042373;0,31470230;1,48780200
-11,71018373;0,31825240;1,48795900
-11,69994373;0,32014110;1,48936500
-11,68970373;0,32283890;1,49155300
-11,67946373;0,32798090;1,49249000
-11,66922373;0,33329920;1,49374100
-11,65898373;0,33763440;1,49514700
-11,64874373;0,34197130;1,49686600
-11,63850373;0,34678860;1,49671000
-11,62826373;0,35202800;1,49702200
-11,61802373;0,35517490;1,49983500
-11,60778373;0,35680610;1,50014800
-11,59754373;0,36133490;1,50124100
-11,58730373;0,36755340;1,50217900
-11,57706373;0,37185220;1,50327300
-11,56682373;0,37423190;1,50342900
-11,55658374;0,37697750;1,50514800
-11,54634374;0,38164090;1,50546100
-11,53610374;0,38647710;1,50499300
-11,52586374;0,38985530;1,50686700
-11,51562374;0,39186070;1,50749200
-11,50538374;0,39463240;1,50889900
-11,49514374;0,39964640;1,50843000
-11,48490374;0,40475000;1,50952400
-11,47466374;0,40828170;1,51014900
-11,46442374;0,41131010;1,51046100
-11,45418374;0,41511900;1,51124300
-11,44394374;0,42018560;1,51218100
-11,43370374;0,42457090;1,51233700
-11,42346374;0,42692160;1,51374300
-11,41322374;0,42878330;1,51421200
-11,40298374;0,43267940;1,51530600
-11,39274374;0,43905110;1,51468000
-11,38250374;0,44346460;1,51593100
-11,37226374;0,44548980;1,51640000
-11,36202374;0,44815740;1,51655600
-11,35178374;0,45249490;1,51858800
-11,34154374;0,45726340;1,51874400
-11,33130374;0,46109240;1,51921300
-11,32106374;0,46310780;1,51874400
-11,31082374;0,46501680;1,52015000
-11,30058374;0,46880750;1,51983800
-11,29034374;0,47420940;1,52077500
-11,28010374;0,47872850;1,52046300
-11,26986374;0,48191080;1,52171300
-11,25962374;0,48507890;1,52233900
-11,24938374;0,48974080;1,52233800
-11,23914374;0,49452400;1,52249400
-11,22890374;0,49760320;1,52296300
-11,21866374;0,49904250;1,52358800
-11,20842374;0,50115600;1,52421300
-11,19818374;0,50599710;1,52390100
-11,18794374;0,51169150;1,52452600
-11,17770374;0,51564740;1,52499500
-11,16746374;0,51795020;1,52608900
-11,15722374;0,52064720;1,52437000
-11,14698374;0,52496420;1,52577700
-11,13674374;0,53010880;1,52671400
-11,12650374;0,53355400;1,52640100
-11,11626374;0,53524230;1,52796400
-11,10602374;0,53702750;1,52733900
-11,09578374;0,54089420;1,52687000
-11,08554374;0,54561590;1,52858900
-11,07530374;0,54980930;1,52843300
-11,06506374;0,55275520;1,52874500
-11,05482374;0,55529770;1,52952700
-11,04458374;0,55870400;1,52905800
-11,03434374;0,56323320;1,52921400
-11,02410374;0,56713870;1,52983900
-11,01386374;0,56987410;1,53171400
-11,00362374;0,57116760;1,53187100
-10,99338374;0,57338840;1,53202800
-10,98314374;0,57719080;1,53218400
-10,97290374;0,58298600;1,53218400
-10,96266374;0,58678280;1,53265300
-10,95242374;0,58870100;1,53359000
-10,94218374;0,59033230;1,53312100
-10,93194374;0,59328830;1,53327700
-10,92170374;0,59765390;1,53374600
-10,91146374;0,60163580;1,53296500
-10,90122374;0,60500430;1,53421500
-10,89098374;0,60645340;1,53484000
-10,88074374;0,60733650;1,53437100
-10,87050374;0,60984050;1,53405900
-10,86026374;0,61315130;1,53546600
-10,85002374;0,61747880;1,53640300
-10,83978374;0,62167200;1,53593400
-10,82954374;0,62468520;1,53593400
-10,81930374;0,62758390;1,53640300
-10,80906374;0,63104800;1,53609000
-10,79882374;0,63549150;1,53718400
-10,78858374;0,63906110;1,53656000
-10,77834374;0,64154720;1,53734100
-10,76810374;0,64259200;1,53796500
-10,75786374;0,64369520;1,53734100
-10,74762374;0,64681120;1,53890300
-10,73738374;0,65124690;1,53890300
-10,72714374;0,65612020;1,53765300
-10,71690374;0,65918250;1,53859000
-10,70666374;0,66071420;1,53921500
