Tiempo;average(A);average(B)
(ms);(V);(V)

-3,43626378;-0,83094740;-1,54219500
-3,42602378;-0,83219490;-1,54219600
-3,41578378;-0,83288570;-1,54250800
-3,40554378;-0,83400890;-1,54141400
-3,39530378;-0,83503540;-1,54235100
-3,38506378;-0,83579330;-1,54172700
-3,37482378;-0,83686820;-1,54203900
-3,36458378;-0,83764540;-1,54141400
-3,35434378;-0,83818260;-1,54157100
-3,34410378;-0,83935400;-1,54094600
-3,33386378;-0,84035180;-1,54141400
-3,32362379;-0,84043740;-1,54047600
-3,31338379;-0,84158930;-1,54016400
-3,30314379;-0,84209850;-1,54078900
-3,29290379;-0,84237620;-1,54125700
-3,28266379;-0,84298110;-1,54094500
-3,27242379;-0,84352650;-1,54016400
-3,26218379;-0,84381560;-1,54032000
-3,25194379;-0,84406500;-1,54016400
-3,24170379;-0,84436240;-1,54078900
-3,23146379;-0,84459310;-1,54000800
-3,22122379;-0,84487110;-1,53844500
-3,21098379;-0,84515930;-1,54032000
-3,20074379;-0,84508320;-1,53985100
-3,19050379;-0,84543720;-1,53922600
-3,18026379;-0,84538950;-1,53953800
-3,17002379;-0,84542800;-1,53938300
-3,15978379;-0,84553340;-1,53938300
-3,14954379;-0,84564830;-1,53938200
-3,13930379;-0,84579280;-1,53844400
-3,12906379;-0,84556240;-1,53938200
-3,11882379;-0,84562020;-1,53891400
-3,10858379;-0,84562960;-1,53782000
-3,09834379;-0,84568690;-1,53672600
-3,08810379;-0,84567640;-1,53782000
-3,07786379;-0,84571670;-1,53750800
-3,06762379;-0,84573450;-1,53719500
-3,05738379;-0,84566810;-1,53750700
-3,04714379;-0,84565790;-1,53641300
-3,03690379;-0,84559910;-1,53656900
-3,02666379;-0,84575440;-1,53782000
-3,01642379;-0,84541710;-1,53735100
-3,00618379;-0,84550420;-1,53657000
-2,99594379;-0,84530250;-1,53563200
-2,98570379;-0,84519710;-1,53703900
-2,97546379;-0,84503350;-1,53516300
-2,96522379;-0,84466960;-1,53531900
-2,95498379;-0,84467910;-1,53469500
-2,94474379;-0,84429550;-1,53500700
-2,93450379;-0,84411280;-1,53610100
-2,92426379;-0,84361370;-1,53532000
-2,91402379;-0,84325920;-1,53531900
-2,90378379;-0,84270260;-1,53485100
-2,89354379;-0,84242420;-1,53375700
-2,88330379;-0,84225100;-1,53391300
-2,87306379;-0,84130100;-1,53344400
-2,86282379;-0,84055280;-1,53360000
-2,85258379;-0,83948740;-1,53406900
-2,84234379;-0,83908500;-1,53281900
-2,83210379;-0,83818280;-1,53266200
-2,82186379;-0,83771260;-1,53203700
-2,81162379;-0,83671430;-1,53172500
-2,80138379;-0,83585140;-1,53266300
-2,79114379;-0,83481510;-1,53125600
-2,78090379;-0,83364360;-1,53141300
-2,77066379;-0,83284780;-1,53141300
-2,76042379;-0,83173460;-1,53188100
-2,75018379;-0,83110060;-1,53016300
-2,73994379;-0,83043900;-1,52953700
-2,72970379;-0,82969110;-1,53094400
-2,71946379;-0,82920120;-1,52938100
-2,70922379;-0,82895110;-1,52984900
-2,69898379;-0,82877830;-1,53047500
-2,68874379;-0,82851970;-1,52922500
-2,67850379;-0,82827100;-1,52969400
-2,66826379;-0,82786930;-1,52860000
-2,65802379;-0,82765990;-1,52891200
-2,64778379;-0,82722010;-1,52735000
-2,63754379;-0,82658910;-1,52844400
-2,62730379;-0,82529040;-1,52609900
-2,61706379;-0,82434370;-1,52625600
-2,60682379;-0,82304350;-1,52578700
-2,59658379;-0,82168630;-1,52641200
-2,58634379;-0,81995270;-1,52609900
-2,57610379;-0,81817200;-1,52594400
-2,56586379;-0,81660110;-1,52594300
-2,55562379;-0,81480810;-1,52578700
-2,54538379;-0,81335970;-1,52531800
-2,53514379;-0,81200760;-1,52359900
-2,52490379;-0,81091390;-1,52484900
-2,51466379;-0,80984930;-1,52500500
-2,50442379;-0,80892750;-1,52422400
-2,49418379;-0,80759400;-1,52281800
-2,48394379;-0,80592370;-1,52219200
-2,47370379;-0,80468540;-1,52234900
-2,46346379;-0,80249790;-1,52266100
-2,45322379;-0,80053130;-1,52156700
-2,44298379;-0,79860260;-1,52203600
-2,43274379;-0,79648140;-1,52063000
-2,42250379;-0,79503250;-1,52203600
-2,41226379;-0,79391920;-1,52125500
-2,40202379;-0,79302660;-1,52016100
-2,39178379;-0,79245070;-1,52047300
-2,38154379;-0,79216340;-1,51984800
-2,37130379;-0,79158740;-1,51984800
-2,36106379;-0,79056020;-1,51922300
-2,35082379;-0,78857430;-1,51922300
-2,34058379;-0,78588780;-1,51906800
-2,33034379;-0,78334500;-1,51891100
-2,32010379;-0,78039950;-1,51813000
-2,30986379;-0,77814320;-1,51766100
-2,29962379;-0,77632100;-1,51828600
-2,28938379;-0,77495840;-1,51812900
-2,27914379;-0,77452560;-1,51844300
-2,26890379;-0,77370050;-1,51781700
-2,25866379;-0,77252050;-1,51703500
-2,24842379;-0,77125320;-1,51766100
-2,23818379;-0,76893170;-1,51594200
-2,22794379;-0,76661840;-1,51703600
-2,21770379;-0,76399870;-1,51594200
-2,20746379;-0,76172480;-1,51578500
-2,19722379;-0,75914390;-1,51641100
-2,18698379;-0,75769510;-1,51547200
-2,17674379;-0,75682140;-1,51359800
-2,16650379;-0,75634190;-1,51312900
-2,15626379;-0,75523790;-1,51469200
-2,14602379;-0,75364510;-1,51391000
-2,13578379;-0,75129600;-1,51266000
-2,12554379;-0,74855200;-1,51234800
-2,11530379;-0,74540810;-1,51281700
-2,10506379;-0,74263090;-1,51141000
-2,09482379;-0,74047550;-1,51203500
-2,08458379;-0,73886600;-1,51187800
-2,07434379;-0,73750490;-1,51078500
-2,06410379;-0,73573020;-1,51031600
-2,05386379;-0,73311030;-1,51015900
-2,04362379;-0,73020280;-1,50984700
-2,03338379;-0,72762200;-1,50969100
-2,02314379;-0,72449410;-1,50844100
-2,01290379;-0,72234470;-1,50828400
-2,00266379;-0,72117420;-1,50781600
-1,99242379;-0,72048260;-1,50687800
-1,98218379;-0,71946600;-1,50703500
-1,97194379;-0,71713390;-1,50594000
-1,96170379;-0,71329590;-1,50547100
-1,95146379;-0,70923700;-1,50515900
-1,94122379;-0,70569650;-1,50406500
-1,93098379;-0,70407460;-1,50437700
-1,92074379;-0,70261580;-1,50422100
-1,91050379;-0,70155100;-1,50359600
-1,90026379;-0,69926720;-1,50328400
-1,89002379;-0,69670440;-1,50312800
-1,87978379;-0,69286610;-1,50187700
-1,86954379;-0,68916290;-1,50187700
-1,85930379;-0,68703240;-1,50140900
-1,84906379;-0,68540110;-1,50109600
-1,83882379;-0,68448940;-1,50015800
-1,82858379;-0,68306880;-1,50000200
-1,81834379;-0,68079480;-1,49984600
-1,80810379;-0,67713910;-1,49906500
-1,79786379;-0,67293660;-1,49906400
-1,78762379;-0,66953990;-1,49797000
-1,77738379;-0,66732450;-1,49859500
-1,76714379;-0,66503730;-1,49781400
-1,75690379;-0,66263740;-1,49765800
-1,74666379;-0,65914460;-1,49718900
-1,73642379;-0,65549480;-1,49718900
-1,72618379;-0,65202400;-1,49656400
-1,71594379;-0,65009560;-1,49562600
-1,70570379;-0,64886720;-1,49515700
-1,69546379;-0,64757170;-1,49422000
-1,68522379;-0,64434800;-1,49328200
-1,67498380;-0,64051900;-1,49312600
-1,66474380;-0,63574930;-1,49359500
-1,65450380;-0,63251590;-1,49234400
-1,64426380;-0,63038520;-1,49265700
-1,63402380;-0,62858100;-1,49078200
-1,62378380;-0,62514480;-1,48984400
-1,61354380;-0,62070230;-1,48968800
-1,60330380;-0,61696930;-1,48921900
-1,59306380;-0,61425380;-1,48812500
-1,58282380;-0,61298740;-1,48734500
-1,57258380;-0,61115450;-1,48718800
-1,56234380;-0,60832350;-1,48734400
-1,55210380;-0,60362080;-1,48546900
-1,54186380;-0,59976400;-1,48500000
-1,53162380;-0,59660640;-1,48531300
-1,52138380;-0,59418860;-1,48453100
-1,51114380;-0,59176060;-1,48281200
-1,50090380;-0,58767670;-1,48265600
-1,49066380;-0,58366220;-1,48171900
-1,48042380;-0,58000670;-1,48156200
-1,47018380;-0,57792970;-1,47968600
-1,45994380;-0,57655980;-1,47937400
-1,44970380;-0,57406510;-1,47734200
-1,43946380;-0,56944020;-1,47828000
-1,42922380;-0,56411550;-1,47718600
-1,41898380;-0,56058390;-1,47624800
-1,40874380;-0,55876050;-1,47624900
-1,39850380;-0,55663990;-1,47578000
-1,38826380;-0,55305120;-1,47515500
-1,37802380;-0,54844560;-1,47390500
-1,36778380;-0,54454960;-1,47343600
-1,35754380;-0,54226520;-1,47234200
-1,34730380;-0,54085490;-1,47202900
-1,33706380;-0,53858010;-1,47062300
-1,32682380;-0,53464550;-1,47124800
-1,31658380;-0,52979000;-1,46999800
-1,30634380;-0,52588470;-1,46921600
-1,29610380;-0,52246920;-1,46906000
-1,28586380;-0,51886110;-1,46781000
-1,27562380;-0,51451400;-1,46671600
-1,26538380;-0,51009930;-1,46640300
-1,25514380;-0,50662600;-1,46515300
-1,24490380;-0,50505080;-1,46515400
-1,23466380;-0,50247900;-1,46390300
-1,22442380;-0,49797980;-1,46359000
-1,21418380;-0,49215110;-1,46234000
-1,20394380;-0,48875200;-1,46202800
-1,19370380;-0,48657670;-1,46187100
-1,18346380;-0,48319000;-1,45968400
-1,17322380;-0,47930390;-1,46077800
-1,16298380;-0,47414120;-1,45952700
-1,15274380;-0,47089810;-1,45796400
-1,14250380;-0,46891200;-1,45796500
-1,13226380;-0,46667550;-1,45593300
-1,12202380;-0,46207940;-1,45640200
-1,11178380;-0,45750230;-1,45562100
-1,10154380;-0,45321290;-1,45327600
-1,09130380;-0,45043960;-1,45390100
-1,08106380;-0,44707160;-1,45233900
-1,07082380;-0,44222580;-1,45202700
-1,06058380;-0,43799370;-1,45062000
-1,05034380;-0,43488450;-1,44921400
-1,04010380;-0,43309980;-1,44843200
-1,02986380;-0,42993360;-1,44905700
-1,01962380;-0,42428150;-1,44780700
-1,00938380;-0,41924440;-1,44733800
-0,99914380;-0,41603070;-1,44718200
-0,98890380;-0,41362790;-1,44608700
-0,97866380;-0,40982760;-1,44515100
-0,96842380;-0,40463620;-1,44499400
-0,95818380;-0,40056200;-1,44358700
-0,94794380;-0,39819260;-1,44343100
-0,93770380;-0,39634060;-1,44233700
-0,92746380;-0,39271340;-1,44124300
-0,91722380;-0,38783850;-1,44077500
-0,90698380;-0,38304080;-1,44014900
-0,89674380;-0,37946170;-1,43874300
-0,88650380;-0,37611200;-1,43796200
-0,87626380;-0,37165920;-1,43655500
-0,86602380;-0,36674600;-1,43671200
-0,85578380;-0,36351210;-1,43483700
-0,84554380;-0,36135310;-1,43546100
-0,83530380;-0,35827330;-1,43405500
-0,82506380;-0,35297620;-1,43264800
-0,81482380;-0,34696930;-1,43139900
-0,80458380;-0,34357280;-1,43061700
-0,79434380;-0,34011100;-1,42999200
-0,78410380;-0,33531910;-1,42842900
-0,77386380;-0,32983200;-1,42780400
-0,76362380;-0,32684570;-1,42889800
-0,75338380;-0,32466050;-1,42608500
-0,74314380;-0,32069820;-1,42592800
-0,73290380;-0,31546850;-1,42499100
-0,72266380;-0,31084300;-1,42374000
-0,71242380;-0,30708160;-1,42374100
-0,70218380;-0,30351230;-1,42264700
-0,69194380;-0,29869510;-1,42124100
-0,68170380;-0,29396460;-1,41983400
-0,67146380;-0,29082660;-1,41811500
-0,66122380;-0,28820710;-1,41702100
-0,65098380;-0,28386050;-1,41577000
-0,64074380;-0,27784370;-1,41530200
-0,63050380;-0,27344920;-1,41405200
-0,62026380;-0,27046450;-1,41327000
-0,61002380;-0,26703890;-1,41233300
-0,59978380;-0,26167490;-1,41030100
-0,58954380;-0,25724140;-1,40905100
-0,57930380;-0,25453620;-1,40936400
-0,56906380;-0,25232380;-1,40717600
-0,55882380;-0,24828190;-1,40670700
-0,54858380;-0,24270370;-1,40530000
-0,53834380;-0,23742010;-1,40545700
-0,52810380;-0,23320780;-1,40358200
-0,51786380;-0,22811250;-1,40280000
-0,50762380;-0,22289240;-1,40123700
-0,49738380;-0,21936120;-1,39936200
-0,48714380;-0,21666480;-1,39779900
-0,47690380;-0,21180920;-1,39717400
-0,46666380;-0,20559140;-1,39686200
-0,45642380;-0,20141730;-1,39498600
-0,44618380;-0,19835620;-1,39404800
-0,43594380;-0,19420130;-1,39326700
-0,42570380;-0,18900980;-1,39232900
-0,41546380;-0,18472000;-1,39045400
-0,40522380;-0,18216770;-1,38982900
-0,39498380;-0,17897370;-1,38857900
-0,38474380;-0,17373180;-1,38701600
-0,37450380;-0,16835950;-1,38560900
-0,36426380;-0,16456800;-1,38514100
-0,35402380;-0,16091450;-1,38357800
-0,34378380;-0,15550300;-1,38217100
-0,33354380;-0,15061860;-1,38029600
-0,32330380;-0,14743290;-1,37967100
-0,31306380;-0,14517790;-1,37873300
-0,30282380;-0,14021700;-1,37670100
-0,29258380;-0,13356690;-1,37685800
-0,28234380;-0,12962290;-1,37529500
-0,27210380;-0,12688750;-1,37373200
-0,26186380;-0,12225130;-1,37341900
-0,25162380;-0,11660800;-1,37201300
-0,24138380;-0,11277890;-1,37076300
-0,23114380;-0,11040870;-1,37045000
-0,22090380;-0,10708850;-1,36920000
-0,21066380;-0,10171490;-1,36826300
-0,20042380;-0,09590053;-1,36748100
-0,19018380;-0,09175027;-1,36560500
-0,17994380;-0,08722273;-1,36388600
-0,16970380;-0,08162905;-1,36216700
-0,15946380;-0,07740030;-1,36091700
-0,14922380;-0,07495396;-1,35997900
-0,13898380;-0,07148972;-1,35763400
-0,12874380;-0,06565490;-1,35716600
-0,11850380;-0,05954163;-1,35560300
-0,10826380;-0,05592378;-1,35450900
-0,09802380;-0,05252678;-1,35232200
-0,08778380;-0,04645262;-1,35154000
-0,07754380;-0,04174107;-1,35122800
-0,06730380;-0,03872791;-1,34904000
-0,05706380;-0,03561869;-1,34700800
-0,04682380;-0,03027344;-1,34528900
-0,03658381;-0,02491875;-1,34482000
-0,02634381;-0,02103241;-1,34278900
-0,01610381;-0,01773136;-1,34153900
-0,00586381;-0,01418072;-1,33841300
0,00437619;-0,00315661;-1,33700600
0,01461619;-0,00338593;-1,33497500
0,02485619;-0,00092633;-1,33388100
0,03509619;0,00475252;-1,33028700
0,04533619;0,01110514;-1,32888000
0,05557619;0,01475804;-1,32559900
0,06581619;0,01748312;-1,32497300
0,07605619;0,02290501;-1,32200400
0,08629619;0,02812555;-1,32122300
0,09653619;0,03157082;-1,31872200
0,10677619;0,03380676;-1,31544000
0,11701619;0,03742437;-1,31356500
0,12725619;0,04313388;-1,31278300
0,13749619;0,04855549;-1,30934600
0,14773619;0,05295998;-1,30606400
0,15797619;0,05844905;-1,30575200
0,16821619;0,06383309;-1,30200100
0,17845619;0,06746084;-1,29981300
0,18869619;0,07000288;-1,29778100
0,19893619;0,07453608;-1,29403100
0,20917619;0,08112685;-1,29231200
0,21941619;0,08557004;-1,28949800
0,22965619;0,08839779;-1,28668600
0,23989619;0,09267705;-1,28293500
0,25013619;0,09880877;-1,27887200
0,26037619;0,10282940;-1,27449700
0,27061619;0,10529550;-1,26949500
0,28085619;0,10912420;-1,26449500
0,29109619;0,11442120;-1,25902400
0,30133619;0,11962210;-1,25011700
0,31157619;0,12342250;-1,24277200
0,32181619;0,12736760;-1,23183300
0,33205619;0,13278100;-1,21604900
0,34229619;0,13734920;-1,19839000
0,35253619;0,14026630;-1,17291700
0,36277619;0,14301050;-1,14197200
0,37301619;0,14858560;-1,10038700
0,38325619;0,15451570;-1,04957100
0,39349619;0,15802620;-0,98720280
0,40373619;0,16088850;-0,91656360
0,41397619;0,16577100;-0,84233160
0,42421619;0,17148220;-0,76153740
0,43445619;0,17486690;-0,66339630
0,44469619;0,17692970;-0,54650180
0,45493619;0,18026900;-0,41304220
0,46517619;0,18506690;-0,26817460
0,47541619;0,19071930;-0,12002520
0,48565619;0,19435610;0,02531143
0,49589619;0,19820390;0,16877260
0,50613619;0,20305930;0,30754560
0,51637619;0,20806850;0,43928640
0,52661619;0,21112950;0,56774510
0,53685619;0,21337500;0,69010960
0,54709619;0,21782720;0,80715940
0,55733619;0,22403590;0,91874030
0,56757619;0,22882390;1,02891500
0,57781619;0,23185570;1,13581700
0,58805619;0,23623700;1,23945400
0,59829619;0,24171630;1,33277200
0,60853619;0,24601440;1,40482100
0,61877619;0,24850460;1,44373300
0,62901619;0,25172980;1,45232800
0,63925619;0,25649200;1,45498500
0,64949619;0,26194440;1,45842300
0,65973619;0,26567750;1,46279800
0,66997619;0,26934330;1,46545600
0,68021619;0,27412210;1,46748700
0,69045619;0,27916960;1,47108100
0,70069619;0,28283490;1,47373800
0,71093619;0,28507070;1,47592600
0,72117619;0,28922540;1,47764500
0,73141619;0,29542460;1,47967600
0,74165619;0,30026090;1,48108300
0,75189619;0,30256320;1,48280200
0,76213619;0,30597950;1,48452100
0,77237619;0,31115150;1,48577100
0,78261619;0,31596900;1,48795900
0,79285619;0,31881840;1,49014600
0,80309619;0,32088710;1,49014600
0,81333619;0,32439970;1,49170900
0,82357619;0,32982980;1,49280300
0,83381619;0,33469030;1,49295900
0,84405619;0,33890100;1,49499100
0,85429619;0,34337250;1,49483400
0,86453619;0,34933160;1,49702200
0,87477619;0,35323710;1,49749100
0,88501619;0,35549160;1,49983600
0,89525619;0,35771780;1,50030400
0,90549619;0,36265990;1,50014800
0,91573619;0,36907900;1,50233500
0,92597619;0,37262000;1,50296100
0,93621619;0,37480810;1,50389800
0,94645619;0,37819600;1,50593000
0,95669619;0,38298430;1,50608700
0,96693619;0,38757130;1,50546100
0,97717619;0,39063220;1,50718000
0,98741619;0,39247440;1,50843000
0,99765619;0,39580230;1,50702300
1,00789619;0,40133090;1,50921100
1,01813619;0,40590800;1,50983600
1,02837619;0,40916240;1,50999300
1,03861619;0,41230750;1,50952400
1,04885619;0,41676960;1,51093000
1,05909619;0,42182620;1,51202400
1,06933619;0,42555900;1,51311800
1,07957619;0,42752630;1,51343100
1,08981619;0,42967560;1,51515000
1,10005619;0,43466550;1,51452500
1,11029619;0,44029860;1,51561800
1,12053619;0,44419430;1,51577500
1,13077619;0,44606530;1,51702500
1,14101619;0,44910710;1,51749400
1,15125619;0,45390500;1,51765000
1,16149619;0,45869310;1,51874300
1,17173619;0,46177380;1,51858700
1,18197619;0,46341450;1,51952500
1,19221619;0,46584220;1,52046300
1,20245619;0,47039990;1,52030700
1,21269619;0,47620570;1,52062000
1,22293619;0,47971630;1,52030700
1,23317619;0,48285790;1,52202600
1,24341619;0,48674330;1,52296300
1,25365619;0,49133150;1,52233800
1,26389619;0,49553040;1,52296300
1,27413619;0,49816880;1,52437000
1,28437619;0,49968550;1,52390100
1,29461619;0,50250940;1,52343200
1,30485619;0,50797620;1,52546300
1,31509619;0,51298730;1,52562000
1,32533619;0,51655880;1,52640200
1,33557619;0,51869870;1,52562000
1,34581619;0,52189480;1,52655800
1,35605619;0,52679800;1,52608900
1,36629619;0,53112610;1,52671400
1,37653619;0,53396600;1,52655800
1,38677619;0,53562650;1,52812000
1,39701619;0,53800630;1,52733900
1,40725619;0,54230540;1,52812100
1,41749619;0,54704520;1,52827700
1,42773619;0,55069220;1,52812000
1,43797619;0,55340740;1,52796400
1,44821619;0,55594060;1,52843300
1,45845619;0,56011490;1,52952800
1,46869619;0,56461490;1,52890200
1,47893619;0,56797340;1,53093300
1,48917619;0,57042090;1,53202700
1,49941619;0,57154140;1,53062100
1,50965619;0,57410660;1,53108900
1,51989619;0,57912520;1,53109000
1,53013619;0,58411690;1,53155800
1,54037619;0,58755950;1,53202700
1,55061619;0,58922870;1,53327700
1,56085619;0,59131070;1,53296600
1,57109619;0,59454490;1,53312100
1,58133619;0,59883410;1,53296400
1,59157619;0,60289280;1,53437100
1,60181619;0,60555150;1,53483900
1,61205618;0,60679850;1,53499600
1,62229618;0,60796030;1,53421500
1,63253618;0,61041660;1,53577800
1,64277618;0,61437000;1,53499600
1,65301618;0,61912950;1,53593300
1,66325618;0,62241190;1,53546500
1,67349618;0,62551100;1,53515200
1,68373618;0,62856340;1,53671500
1,69397618;0,63221020;1,53671600
1,70421618;0,63669130;1,53671600
1,71445618;0,64004100;1,53671600
1,72469618;0,64198860;1,53765300
1,73493618;0,64281320;1,53859000
1,74517618;0,64450040;1,53827800
1,75541618;0,64829660;1,53780900
1,76565618;0,65280800;1,53968400
1,77589618;0,65742240;1,53890400
1,78613618;0,65989940;1,53843500
1,79637618;0,66106810;1,53952900
1,80661618;0,66274700;1,53968400
1,81685618;0,66542430;1,53874700
1,82709618;0,66920570;1,53859000
1,83733618;0,67319690;1,53890400
1,84757618;0,67596980;1,53874700
1,85781618;0,67786040;1,54062200
1,86805618;0,67888640;1,53952800
1,87829618;0,68032610;1,54093500
1,88853618;0,68339660;1,54077800
1,89877618;0,68679450;1,54093500
1,90901618;0,69109330;1,54077800
1,91925618;0,69364510;1,54062200
1,92949618;0,69590030;1,54015300
1,93973618;0,69746390;1,54015300
1,94997618;0,69942200;1,54077800
1,96021618;0,70233890;1,54109100
1,97045618;0,70550580;1,54171600
1,98069618;0,70905600;1,54202900
1,99093618;0,71166520;1,54202900
2,00117618;0,71358520;1,54218500
2,01141618;0,71440010;1,54187300
2,02165618;0,71522600;1,54218500
2,03189618;0,71688540;1,54124700
2,04213618;0,71996560;1,54234100
2,05237618;0,72449520;1,54265500
2,06261618;0,72800830;1,54374800
2,07285618;0,73082860;1,54265400
2,08309618;0,73206550;1,54390400
2,09333618;0,73294650;1,54234200
2,10357618;0,73423930;1,54343500
2,11381618;0,73648910;1,54374800
2,12405618;0,73908470;1,54249700
2,13429618;0,74237230;1,54359100
2,14453618;0,74537310;1,54374700
2,15477618;0,74782960;1,54421600
2,16501618;0,74936630;1,54327900
2,17525618;0,75004630;1,54452900
2,18549618;0,75052700;1,54374800
2,19573618;0,75150600;1,54484200
2,20597618;0,75308000;1,54452900
2,21621618;0,75552650;1,54406000
2,22645618;0,75829160;1,54468600
2,23669618;0,76180310;1,54406000
2,24693618;0,76384740;1,54437300
2,25717618;0,76653430;1,54577900
2,26741618;0,76767580;1,54374800
2,27765618;0,76868420;1,54468500
2,28789618;0,76995890;1,54437300
2,29813618;0,77169650;1,54437300
2,30837618;0,77406710;1,54421600
2,31861618;0,77622650;1,54515400
2,32885618;0,77866260;1,54437300
2,33909618;0,78133090;1,54484200
2,34933618;0,78281800;1,54484200
2,35957618;0,78485270;1,54562300
2,36981618;0,78555260;1,54437200
2,38005618;0,78600480;1,54640400
2,39029618;0,78638820;1,54484100
2,40053618;0,78702120;1,54515400
2,41077618;0,78846090;1,54437300
2,42101618;0,79059990;1,54577900
2,43125618;0,79326840;1,54562300
2,44149618;0,79596430;1,54499800
2,45173618;0,79877570;1,54468500
2,46197618;0,80126130;1,54484200
2,47221618;0,80258520;1,54531100
2,48245618;0,80348760;1,54421600
2,49269618;0,80435210;1,54484100
2,50293618;0,80487030;1,54515400
2,51317618;0,80615580;1,54406000
2,52341618;0,80713360;1,54452900
2,53365618;0,80861030;1,54452900
2,54389618;0,81026910;1,54484100
2,55413618;0,81205110;1,54421600
2,56437618;0,81425430;1,54499800
2,57461618;0,81611870;1,54374800
2,58485618;0,81847050;1,54452900
2,59509618;0,81966430;1,54546700
2,60533618;0,82052530;1,54374800
2,61557618;0,82127000;1,54468500
2,62581618;0,82161470;1,54499800
2,63605618;0,82210210;1,54499800
2,64629618;0,82226550;1,54359100
2,65653618;0,82265840;1,54406000
2,66677618;0,82344530;1,54484100
2,67701618;0,82399230;1,54406000
2,68725618;0,82485560;1,54468600
2,69749618;0,82637260;1,54327900
2,70773618;0,82776340;1,54359100
2,71797618;0,82938520;1,54327900
2,72821618;0,83097710;1,54421600
2,73845618;0,83210060;1,54327900
2,74869618;0,83343420;1,54327900
2,75893618;0,83497010;1,54359100
2,76917618;0,83661970;1,54343500
2,77941618;0,83708100;1,54390400
2,78965618;0,83807830;1,54327900
2,79989618;0,83861550;1,54390400
2,81013618;0,83914410;1,54218500
2,82037618;0,83946030;1,54281000
2,83061618;0,83994030;1,54406000
2,84085618;0,84029530;1,54390400
2,85109618;0,84055380;1,54343500
2,86133618;0,84104380;1,54281000
2,87157618;0,84134130;1,54280900
2,88181618;0,84206070;1,54265400
2,89205618;0,84252210;1,54249700
2,90229618;0,84316410;1,54296700
2,91253618;0,84370210;1,54187300
2,92277618;0,84449820;1,54249700
2,93301618;0,84525610;1,54124800
2,94325618;0,84576420;1,54202900
2,95349618;0,84642650;1,54249800
2,96373618;0,84682080;1,54124700
2,97397618;0,84754960;1,54030900
2,98421618;0,84807780;1,54109000
2,99445618;0,84862450;1,54140300
3,00469618;0,84913250;1,54109100
3,01493618;0,84963230;1,54015400
3,02517618;0,85024550;1,53937200
3,03541618;0,85051360;1,54046600
3,04565618;0,85038080;1,54031000
3,05589618;0,85088930;1,54077900
3,06613618;0,85114770;1,54046600
3,07637618;0,85180930;1,53890300
3,08661618;0,85145550;1,54031000
3,09685618;0,85170390;1,53921600
3,10709618;0,85183820;1,54046600
3,11733618;0,85202060;1,53812200
3,12757618;0,85265470;1,53968400
3,13781618;0,85260650;1,53905900
3,14805618;0,85261680;1,53702800
3,15829618;0,85253860;1,53780900
3,16853618;0,85250070;1,53827800
3,17877618;0,85217550;1,53780900
3,18901618;0,85224270;1,53780900
3,19925618;0,85219330;1,53702800
3,20949618;0,85231770;1,53796600
3,21973618;0,85191480;1,53780900
3,22997618;0,85158870;1,53765300
3,24021618;0,85143630;1,53671500
3,25045618;0,85109100;1,53781000
3,26069617;0,85108090;1,53671500
3,27093617;0,85068660;1,53687200
3,28117617;0,85010240;1,53609000
3,29141617;0,84947810;1,53593400
3,30165617;0,84924820;1,53577800
3,31189617;0,84881590;1,53624700
3,32213617;0,84804780;1,53468400
3,33237617;0,84799100;1,53405800
3,34261617;0,84744430;1,53452800
3,35285617;0,84684870;1,53499600
3,36309617;0,84605340;1,53405900
3,37333617;0,84544850;1,53484100
3,38357617;0,84484360;1,53437100
3,39381617;0,84423920;1,53405800
3,40405617;0,84365390;1,53468400
3,41429617;0,84339520;1,53359000
3,42453617;0,84252110;1,53327700
3,43477617;0,84171630;1,53327800
3,44501617;0,84126440;1,53405900
3,45525617;0,84081250;1,53249600
3,46549617;0,84056350;1,53359000
3,47573617;0,84011300;1,53343400
3,48597617;0,83989130;1,53202700
3,49621617;0,83956590;1,53140200
3,50645617;0,83906710;1,53265200
3,51669617;0,83843360;1,53108900
3,52693617;0,83771360;1,53140300
3,53717617;0,83710970;1,53077700
3,54741617;0,83569840;1,53015100
3,55765617;0,83474860;1,53062100
3,56789617;0,83351120;1,52999500
3,57813617;0,83206210;1,52984000
3,58837617;0,83051690;1,52952700
3,59861617;0,82883720;1,53015200
3,60885617;0,82719670;1,52874500
3,61909617;0,82591120;1,52843200
3,62933617;0,82475030;1,52983900
3,63957617;0,82376220;1,52937100
3,64981617;0,82319600;1,52749500
3,66005617;0,82255260;1,52843300
3,67029617;0,82228420;1,52874500
3,68053617;0,82193080;1,52905800
3,69077617;0,82148030;1,52718200
3,70101617;0,82124180;1,52718200
3,71125617;0,82036330;1,52718200
3,72149617;0,81913050;1,52687000
3,73173617;0,81769560;1,52671400
3,74197617;0,81561080;1,52530700
3,75221617;0,81372620;1,52577700
3,76245617;0,81153400;1,52577600
3,77269617;0,81000970;1,52577600
3,78293617;0,80816990;1,52405700
3,79317617;0,80668310;1,52421400
3,80341617;0,80549410;1,52499500
3,81365617;0,80475430;1,52390100
3,82389617;0,80409280;1,52358800
3,83413617;0,80347820;1,52358800
3,84437617;0,80246130;1,52327600
3,85461617;0,80066800;1,52327600
3,86485617;0,79865190;1,52202600
3,87509617;0,79486130;1,52249400
3,88533617;0,79268360;1,52202600
3,89557617;0,78967910;1,52171300
