Tiempo;Canal A;Canal B
(ms);(V);(mV)

-25,01234785;-0,01214637;-18,77346000
-25,00210785;-0,01214637;-18,31874000
-24,99186785;-0,00320444;-18,31874000
-24,98162785;-0,00320444;-18,31874000
-24,97138785;-0,00320444;-17,86401000
-24,96114785;0,00573748;-17,40776000
-24,95090785;0,01470992;-17,40776000
-24,94066785;0,01470992;-17,40776000
-24,93042785;0,01470992;-16,49831000
-24,92018785;0,01470992;-15,58733000
-24,90994785;0,03265481;-15,13260000
-24,89970785;0,03265481;-9,21658900
-24,88946785;0,03265481;13,08328000
-24,87922785;0,03265481;27,19047000
-24,86898785;0,05059969;23,09488000
-24,85874785;0,05059969;20,81973000
-24,84850785;0,05059969;22,18543000
-24,83826785;0,05957213;22,64016000
-24,82802785;0,06854457;22,18543000
-24,81778785;0,06854457;22,18543000
-24,80754785;0,06854457;22,64016000
-24,79730785;0,08645894;22,64016000
-24,78706785;0,07751702;23,09488000
-24,77682785;0,08645894;23,54961000
-24,76658785;0,08645894;23,54961000
-24,75634785;0,09543138;23,54961000
-24,74610785;0,10440380;23,54961000
-24,73586785;0,10440380;24,00586000
-24,72562785;0,11337630;24,00586000
-24,71538785;0,11337630;24,00586000
-24,70514785;0,12234870;24,00586000
-24,69490785;0,12234870;24,46058000
-24,68466785;0,12234870;24,00586000
-24,67442785;0,12234870;24,46058000
-24,66418785;0,14029360;24,46058000
-24,65394785;0,14029360;24,46058000
-24,64370785;0,14029360;24,46058000
-24,63346785;0,14029360;24,91531000
-24,62322785;0,14926600;24,91531000
-24,61298785;0,15823850;24,91531000
-24,60274785;0,15823850;25,37004000
-24,59250785;0,15823850;24,46058000
-24,58226785;0,16718040;25,37004000
-24,57202785;0,17615280;24,91531000
-24,56178785;0,17615280;25,37004000
-24,55154785;0,18512530;24,91531000
-24,54130785;0,17615280;25,37004000
-24,53106785;0,18512530;25,82629000
-24,52082785;0,18512530;25,37004000
-24,51058785;0,19409770;25,82629000
-24,50034785;0,20307020;25,82629000
-24,49010785;0,20307020;25,37004000
-24,47986785;0,21204260;26,28101000
-24,46962785;0,21204260;25,82629000
-24,45938785;0,21204260;25,82629000
-24,44914785;0,22998750;26,28101000
-24,43890785;0,22998750;25,82629000
-24,42866785;0,22998750;25,82629000
-24,41842785;0,23895990;26,28101000
-24,40818785;0,24790190;26,28101000
-24,39794785;0,24790190;26,28101000
-24,38770785;0,24790190;26,28101000
-24,37746785;0,24790190;26,73574000
-24,36722785;0,24790190;25,82629000
-24,35698785;0,25687430;26,73574000
-24,34674785;0,26584670;27,19047000
-24,33650785;0,26584670;26,73574000
-24,32626785;0,26584670;26,28101000
-24,31602785;0,28379160;26,73574000
-24,30578785;0,28379160;26,28101000
-24,29554785;0,28379160;26,73574000
-24,28530785;0,28379160;26,73574000
-24,27506785;0,29276410;27,19047000
-24,26482785;0,30173650;26,73574000
-24,25458785;0,30173650;26,73574000
-24,24434785;0,31070890;26,73574000
-24,23410785;0,31070890;26,73574000
-24,22386785;0,31968140;26,73574000
-24,21362785;0,31070890;27,19047000
-24,20338785;0,31968140;27,19047000
-24,19314785;0,32862330;27,19047000
-24,18290785;0,32862330;27,64672000
-24,17266785;0,32862330;27,19047000
-24,16242785;0,33759580;27,64672000
-24,15218785;0,34656820;27,19047000
-24,14194785;0,34656820;27,19047000
-24,13170785;0,34656820;26,73574000
-24,12146785;0,35554060;27,64672000
-24,11122785;0,35554060;27,19047000
-24,10098785;0,35554060;27,64672000
-24,09074785;0,37348550;27,19047000
-24,08050785;0,37348550;28,10144000
-24,07026785;0,37348550;27,64672000
-24,06002785;0,37348550;27,64672000
-24,04978785;0,38245800;27,19047000
-24,03954785;0,39143040;27,64672000
-24,02930785;0,39143040;28,10144000
-24,01906785;0,39143040;28,10144000
-24,00882785;0,39143040;28,10144000
-23,99858785;0,40040280;28,10144000
-23,98834785;0,40934480;27,64672000
-23,97810785;0,40934480;27,64672000
-23,96786785;0,40934480;27,19047000
-23,95762785;0,40934480;27,64672000
-23,94738785;0,42728970;28,10144000
-23,93714785;0,41831720;28,10144000
-23,92690785;0,42728970;27,64672000
-23,91666785;0,42728970;28,10144000
-23,90642785;0,42728970;28,10144000
-23,89618785;0,43626210;28,10144000
-23,88594785;0,44523450;28,10144000
-23,87570785;0,44523450;27,64672000
-23,86546785;0,44523450;28,10144000
-23,85522785;0,44523450;28,10144000
-23,84498785;0,46317940;28,10144000
-23,83474785;0,46317940;28,10144000
-23,82450785;0,46317940;28,10144000
-23,81426785;0,47215180;28,55617000
-23,80402785;0,46317940;28,10144000
-23,79378785;0,46317940;28,10144000
-23,78354785;0,48112430;28,10144000
-23,77330785;0,48112430;28,10144000
-23,76306785;0,49006620;28,10144000
-23,75282785;0,49006620;28,10144000
-23,74258785;0,49903870;28,10144000
-23,73234786;0,49903870;29,01089000
-23,72210786;0,49903870;28,10144000
-23,71186786;0,49903870;27,64672000
-23,70162786;0,50801110;28,10144000
-23,69138786;0,50801110;28,55617000
-23,68114786;0,51698360;28,55617000
-23,67090786;0,51698360;28,10144000
-23,66066786;0,51698360;28,10144000
-23,65042786;0,51698360;28,10144000
-23,64018786;0,52595600;28,10144000
-23,62994786;0,53492840;28,55617000
-23,61970786;0,53492840;28,55617000
-23,60946786;0,53492840;28,55617000
-23,59922786;0,54390080;28,10144000
-23,58898786;0,53492840;28,55617000
-23,57874786;0,55287330;28,10144000
-23,56850786;0,55287330;28,55617000
-23,55826786;0,55287330;28,55617000
-23,54802786;0,56184580;28,10144000
-23,53778786;0,56184580;28,55617000
-23,52754786;0,57081820;28,55617000
-23,51730786;0,57081820;29,46715000
-23,50706786;0,57081820;29,01089000
-23,49682786;0,57081820;29,01089000
-23,48658786;0,57976010;29,01089000
-23,47634786;0,58873250;28,10144000
-23,46610786;0,57976010;28,10144000
-23,45586786;0,58873250;29,01089000
-23,44562786;0,58873250;29,01089000
-23,43538786;0,58873250;28,55617000
-23,42514786;0,59770500;28,55617000
-23,41490786;0,60667750;28,55617000
-23,40466786;0,60667750;28,10144000
-23,39442786;0,60667750;29,01089000
-23,38418786;0,61564990;29,01089000
-23,37394786;0,60667750;29,01089000
-23,36370786;0,61564990;29,46715000
-23,35346786;0,61564990;29,01089000
-23,34322786;0,62462230;29,01089000
-23,33298786;0,62462230;29,01089000
-23,32274786;0,62462230;29,01089000
-23,31250786;0,62462230;28,55617000
-23,30226786;0,63359480;29,01089000
-23,29202786;0,64256720;29,46715000
-23,28178786;0,64256720;28,55617000
-23,27154786;0,64256720;29,01089000
-23,26130786;0,64256720;29,01089000
-23,25106786;0,65153970;29,01089000
-23,24082786;0,65153970;29,01089000
-23,23058786;0,65153970;28,10144000
-23,22034786;0,66048160;29,01089000
-23,21010786;0,66048160;28,55617000
-23,19986786;0,66048160;29,01089000
-23,18962786;0,66945400;28,55617000
-23,17938786;0,66048160;29,46715000
-23,16914786;0,66945400;29,01089000
-23,15890786;0,67842640;29,46715000
-23,14866786;0,67842640;29,01089000
-23,13842786;0,67842640;29,01089000
-23,12818786;0,67842640;29,01089000
-23,11794786;0,67842640;29,01089000
-23,10770786;0,69637140;29,01089000
-23,09746786;0,67842640;29,46715000
-23,08722786;0,69637140;28,55617000
-23,07698786;0,69637140;28,55617000
-23,06674786;0,69637140;29,46715000
-23,05650786;0,69637140;29,46715000
-23,04626786;0,69637140;29,01089000
-23,03602786;0,69637140;29,01089000
-23,02578786;0,70534380;28,55617000
-23,01554786;0,71431620;29,01089000
-23,00530786;0,70534380;29,01089000
-22,99506786;0,71431620;29,01089000
-22,98482786;0,71431620;29,01089000
-22,97458786;0,71431620;29,01089000
