Tiempo;Canal A;Canal B
(ms);(V);(mV)

-25,01189336;-0,01214637;-24,23475000
-25,00165336;-0,02111881;-24,23475000
-24,99141336;-0,00320444;-24,68947000
-24,98117336;-0,00320444;-24,23475000
-24,97093336;-0,00320444;-23,78002000
-24,96069336;0,00573748;-23,32530000
-24,95045336;0,01470992;-23,78002000
-24,94021336;0,01470992;-23,32530000
-24,92997336;0,01470992;-22,86905000
-24,91973336;0,02368236;-22,41432000
-24,90949336;0,03265481;-20,13916000
-24,89925336;0,03265481;-13,31217000
-24,88901336;0,03265481;10,80660000
-24,87877336;0,04162725;20,36500000
-24,86853336;0,05059969;15,35844000
-24,85829336;0,05059969;14,44746000
-24,84805336;0,05059969;15,81317000
-24,83781336;0,05957213;16,26789000
-24,82757336;0,05957213;15,81317000
-24,81733336;0,06854457;15,81317000
-24,80709336;0,07751702;16,26789000
-24,79685336;0,08645894;16,72414000
-24,78661336;0,08645894;16,72414000
-24,77637336;0,08645894;17,17887000
-24,76613336;0,09543138;16,26789000
-24,75589336;0,09543138;16,72414000
-24,74565336;0,10440380;16,72414000
-24,73541336;0,10440380;17,63359000
-24,72517336;0,10440380;17,17887000
-24,71493336;0,10440380;17,17887000
-24,70469336;0,11337630;17,17887000
-24,69445336;0,12234870;17,17887000
-24,68421336;0,13132110;18,08832000
-24,67397336;0,13132110;17,17887000
-24,66373336;0,14029360;17,63359000
-24,65349336;0,14029360;17,63359000
-24,64325336;0,14029360;18,08832000
-24,63301336;0,14926600;18,08832000
-24,62277336;0,15823850;17,63359000
-24,61253336;0,15823850;18,54457000
-24,60229336;0,15823850;18,08832000
-24,59205336;0,15823850;18,08832000
-24,58181336;0,16718040;18,08832000
-24,57157336;0,17615280;18,54457000
-24,56133336;0,17615280;18,54457000
-24,55109336;0,17615280;18,54457000
-24,54085336;0,18512530;18,08832000
-24,53061336;0,19409770;18,99930000
-24,52037336;0,18512530;18,54457000
-24,51013336;0,19409770;18,99930000
-24,49989336;0,20307020;18,54457000
-24,48965336;0,21204260;18,99930000
-24,47941337;0,21204260;18,54457000
-24,46917337;0,21204260;18,99930000
-24,45893337;0,22101510;18,99930000
-24,44869337;0,22101510;18,99930000
-24,43845337;0,22998750;19,45402000
-24,42821337;0,22998750;18,99930000
-24,41797337;0,22998750;18,54457000
-24,40773337;0,23895990;18,99930000
-24,39749337;0,23895990;18,54457000
-24,38725337;0,24790190;18,99930000
-24,37701337;0,25687430;18,99930000
-24,36677337;0,25687430;19,45402000
-24,35653337;0,26584670;19,45402000
-24,34629337;0,26584670;19,90875000
-24,33605337;0,26584670;19,90875000
-24,32581337;0,27481920;19,90875000
-24,31557337;0,28379160;19,90875000
-24,30533337;0,28379160;19,45402000
-24,29509337;0,28379160;19,90875000
-24,28485337;0,29276410;19,90875000
-24,27461337;0,30173650;19,45402000
-24,26437337;0,30173650;19,90875000
-24,25413337;0,30173650;20,36500000
-24,24389337;0,30173650;19,90875000
-24,23365337;0,30173650;19,90875000
-24,22341337;0,31070890;19,90875000
-24,21317337;0,31968140;19,90875000
-24,20293337;0,31968140;20,36500000
-24,19269337;0,31968140;19,90875000
-24,18245337;0,31968140;19,90875000
-24,17221337;0,33759580;20,36500000
-24,16197337;0,33759580;20,36500000
-24,15173337;0,33759580;20,36500000
-24,14149337;0,34656820;20,36500000
-24,13125337;0,35554060;20,36500000
-24,12101337;0,35554060;20,36500000
-24,11077337;0,35554060;20,36500000
-24,10053337;0,37348550;20,81973000
-24,09029337;0,36451310;20,36500000
-24,08005337;0,37348550;20,36500000
-24,06981337;0,37348550;20,36500000
-24,05957337;0,38245800;20,81973000
-24,04933337;0,38245800;20,81973000
-24,03909337;0,39143040;20,81973000
-24,02885337;0,39143040;20,36500000
-24,01861337;0,39143040;20,36500000
-24,00837337;0,40040280;20,36500000
-23,99813337;0,40040280;20,36500000
-23,98789337;0,40934480;20,81973000
-23,97765337;0,40934480;20,81973000
-23,96741337;0,40934480;20,81973000
-23,95717337;0,40934480;20,81973000
-23,94693337;0,42728970;21,27445000
-23,93669337;0,42728970;20,81973000
-23,92645337;0,42728970;20,81973000
-23,91621337;0,42728970;20,81973000
-23,90597337;0,43626210;20,81973000
-23,89573337;0,42728970;20,81973000
-23,88549337;0,44523450;20,81973000
-23,87525337;0,44523450;20,81973000
-23,86501337;0,44523450;20,81973000
-23,85477337;0,45420700;20,81973000
-23,84453337;0,45420700;20,81973000
-23,83429337;0,46317940;21,27445000
-23,82405337;0,46317940;20,81973000
-23,81381337;0,46317940;20,81973000
-23,80357337;0,46317940;21,27445000
-23,79333337;0,48112430;20,81973000
-23,78309337;0,47215180;20,81973000
-23,77285337;0,48112430;21,27445000
-23,76261337;0,48112430;20,81973000
-23,75237337;0,49006620;21,27445000
-23,74213337;0,49006620;21,27445000
-23,73189337;0,49903870;20,81973000
-23,72165337;0,49903870;21,27445000
-23,71141337;0,49903870;21,27445000
-23,70117337;0,49903870;20,81973000
-23,69093337;0,50801110;21,27445000
-23,68069337;0,50801110;20,81973000
-23,67045337;0,51698360;21,27445000
-23,66021337;0,51698360;21,72918000
-23,64997337;0,52595600;21,72918000
-23,63973337;0,53492840;20,81973000
-23,62949337;0,53492840;21,72918000
-23,61925337;0,53492840;21,27445000
-23,60901337;0,53492840;21,27445000
-23,59877337;0,54390080;21,27445000
-23,58853337;0,53492840;21,27445000
-23,57829337;0,55287330;21,27445000
-23,56805337;0,55287330;21,72918000
-23,55781337;0,55287330;21,27445000
-23,54757337;0,56184580;21,72918000
-23,53733337;0,56184580;21,72918000
-23,52709337;0,57081820;21,72918000
-23,51685337;0,57081820;21,72918000
-23,50661337;0,57081820;21,72918000
-23,49637337;0,57081820;21,72918000
-23,48613337;0,57081820;21,27445000
-23,47589337;0,57976010;21,72918000
-23,46565337;0,58873250;21,72918000
-23,45541337;0,58873250;21,72918000
-23,44517337;0,58873250;22,18543000
-23,43493337;0,58873250;21,72918000
-23,42469337;0,59770500;20,81973000
-23,41445337;0,59770500;21,27445000
-23,40421337;0,60667750;22,18543000
-23,39397337;0,60667750;21,27445000
-23,38373337;0,60667750;21,27445000
-23,37349337;0,60667750;21,72918000
-23,36325337;0,61564990;22,18543000
-23,35301337;0,61564990;21,72918000
-23,34277337;0,62462230;21,72918000
-23,33253337;0,62462230;21,72918000
-23,32229337;0,63359480;21,72918000
-23,31205337;0,62462230;21,27445000
-23,30181337;0,63359480;21,27445000
-23,29157337;0,64256720;21,72918000
-23,28133337;0,64256720;21,72918000
-23,27109337;0,64256720;21,72918000
-23,26085337;0,64256720;21,27445000
-23,25061337;0,65153970;21,72918000
-23,24037337;0,64256720;21,72918000
-23,23013337;0,66048160;22,18543000
-23,21989337;0,66048160;21,72918000
-23,20965337;0,66048160;21,72918000
-23,19941337;0,66048160;22,18543000
-23,18917337;0,66945400;21,72918000
-23,17893337;0,66048160;22,18543000
-23,16869337;0,67842640;21,72918000
-23,15845337;0,67842640;21,27445000
-23,14821337;0,67842640;21,72918000
-23,13797337;0,67842640;22,18543000
-23,12773337;0,67842640;21,72918000
-23,11749337;0,67842640;21,72918000
-23,10725337;0,68739890;22,18543000
-23,09701337;0,68739890;22,18543000
-23,08677337;0,69637140;21,72918000
-23,07653337;0,69637140;21,72918000
-23,06629337;0,70534380;21,27445000
-23,05605337;0,70534380;22,18543000
-23,04581337;0,69637140;22,18543000
-23,03557337;0,70534380;21,72918000
-23,02533337;0,69637140;21,72918000
-23,01509337;0,71431620;21,72918000
-23,00485337;0,71431620;22,18543000
-22,99461337;0,71431620;21,72918000
-22,98437337;0,71431620;22,18543000
-22,97413337;0,71431620;22,64016000
