Tiempo;Canal A;Canal B
(ms);(V);(mV)

-25,01152083;-0,02111881;-16,49831000
-25,00128083;-0,01214637;-16,95303000
-24,99104083;-0,00320444;-16,49831000
-24,98080083;-0,00320444;-16,04358000
-24,97056083;-0,00320444;-16,04358000
-24,96032083;0,00573748;-15,13260000
-24,95008083;0,01470992;-15,58733000
-24,93984083;0,01470992;-15,13260000
-24,92960083;0,01470992;-15,58733000
-24,91936083;0,02368236;-14,67788000
-24,90912083;0,02368236;-13,76690000
-24,89888083;0,03265481;-11,03702000
-24,88864083;0,03265481;0,34028140
-24,87840083;0,04162725;24,00586000
-24,86816083;0,04162725;28,10144000
-24,85792083;0,05059969;24,00586000
-24,84768083;0,05059969;22,64016000
-24,83744083;0,05957213;24,46058000
-24,82720083;0,06854457;24,46058000
-24,81696083;0,06854457;24,00586000
-24,80672083;0,06854457;24,46058000
-24,79648083;0,06854457;24,91531000
-24,78624083;0,08645894;24,46058000
-24,77600083;0,08645894;24,91531000
-24,76576083;0,08645894;24,91531000
-24,75552083;0,09543138;25,37004000
-24,74528083;0,09543138;25,37004000
-24,73504083;0,10440380;24,91531000
-24,72480083;0,10440380;25,37004000
-24,71456083;0,10440380;25,37004000
-24,70432083;0,10440380;25,82629000
-24,69408083;0,11337630;25,37004000
-24,68384083;0,12234870;25,82629000
-24,67360083;0,12234870;25,82629000
-24,66336083;0,12234870;25,82629000
-24,65312083;0,13132110;25,82629000
-24,64288084;0,14029360;26,28101000
-24,63264084;0,14029360;25,82629000
-24,62240084;0,14926600;25,82629000
-24,61216084;0,15823850;26,28101000
-24,60192084;0,15823850;25,82629000
-24,59168084;0,16718040;26,28101000
-24,58144084;0,16718040;26,73574000
-24,57120084;0,15823850;26,28101000
-24,56096084;0,17615280;26,73574000
-24,55072084;0,17615280;25,82629000
-24,54048084;0,17615280;26,28101000
-24,53024084;0,18512530;26,28101000
-24,52000084;0,18512530;26,73574000
-24,50976084;0,19409770;27,19047000
-24,49952084;0,19409770;26,73574000
-24,48928084;0,20307020;26,73574000
-24,47904084;0,21204260;26,73574000
-24,46880084;0,21204260;26,73574000
-24,45856084;0,21204260;26,73574000
-24,44832084;0,22101510;26,73574000
-24,43808084;0,22998750;26,73574000
-24,42784084;0,22998750;27,64672000
-24,41760084;0,22998750;27,19047000
-24,40736084;0,22998750;27,19047000
-24,39712084;0,24790190;27,19047000
-24,38688084;0,24790190;27,19047000
-24,37664084;0,24790190;28,10144000
-24,36640084;0,24790190;27,64672000
-24,35616084;0,25687430;27,64672000
-24,34592084;0,26584670;27,64672000
-24,33568084;0,26584670;27,64672000
-24,32544084;0,27481920;27,64672000
-24,31520084;0,27481920;28,10144000
-24,30496084;0,28379160;28,10144000
-24,29472084;0,28379160;27,19047000
-24,28448084;0,28379160;27,64672000
-24,27424084;0,30173650;27,64672000
-24,26400084;0,28379160;27,64672000
-24,25376084;0,30173650;27,64672000
-24,24352084;0,30173650;28,10144000
-24,23328084;0,31070890;27,64672000
-24,22304084;0,31070890;28,10144000
-24,21280084;0,31070890;28,10144000
-24,20256084;0,31968140;28,10144000
-24,19232084;0,31968140;28,10144000
-24,18208084;0,32862330;28,10144000
-24,17184084;0,33759580;28,10144000
-24,16160084;0,33759580;28,55617000
-24,15136084;0,33759580;28,10144000
-24,14112084;0,34656820;28,10144000
-24,13088084;0,34656820;28,10144000
-24,12064084;0,35554060;28,10144000
-24,11040084;0,35554060;28,10144000
-24,10016084;0,35554060;29,01089000
-24,08992084;0,36451310;28,55617000
-24,07968084;0,37348550;28,10144000
-24,06944084;0,37348550;28,55617000
-24,05920084;0,37348550;28,55617000
-24,04896084;0,38245800;29,01089000
-24,03872084;0,37348550;29,01089000
-24,02848084;0,39143040;28,55617000
-24,01824084;0,39143040;28,55617000
-24,00800084;0,39143040;28,55617000
-23,99776084;0,39143040;28,55617000
-23,98752084;0,40040280;28,55617000
-23,97728084;0,40934480;29,01089000
-23,96704084;0,40934480;29,01089000
-23,95680084;0,41831720;28,55617000
-23,94656084;0,40934480;28,55617000
-23,93632084;0,42728970;29,01089000
-23,92608084;0,42728970;29,01089000
-23,91584084;0,42728970;28,55617000
-23,90560084;0,43626210;29,01089000
-23,89536084;0,43626210;29,01089000
-23,88512084;0,44523450;29,46715000
-23,87488084;0,44523450;29,01089000
-23,86464084;0,44523450;29,01089000
-23,85440084;0,44523450;29,01089000
-23,84416084;0,45420700;29,46715000
-23,83392084;0,46317940;29,01089000
-23,82368084;0,46317940;29,46715000
-23,81344084;0,46317940;29,46715000
-23,80320084;0,46317940;29,46715000
-23,79296084;0,48112430;29,01089000
-23,78272084;0,47215180;28,10144000
-23,77248084;0,48112430;28,55617000
-23,76224084;0,48112430;29,46715000
-23,75200084;0,49006620;29,46715000
-23,74176084;0,49006620;29,01089000
-23,73152084;0,49903870;29,01089000
-23,72128084;0,49903870;29,46715000
-23,71104084;0,49903870;29,46715000
-23,70080084;0,49903870;29,01089000
-23,69056084;0,50801110;29,01089000
-23,68032084;0,51698360;29,01089000
-23,67008084;0,51698360;29,46715000
-23,65984084;0,51698360;29,01089000
-23,64960084;0,52595600;29,01089000
-23,63936084;0,52595600;29,46715000
-23,62912084;0,53492840;29,01089000
-23,61888084;0,53492840;29,46715000
-23,60864084;0,53492840;29,46715000
-23,59840084;0,53492840;29,46715000
-23,58816084;0,55287330;29,46715000
-23,57792084;0,55287330;29,46715000
-23,56768084;0,55287330;29,92187000
-23,55744084;0,55287330;29,01089000
-23,54720084;0,56184580;29,46715000
-23,53696084;0,56184580;29,01089000
-23,52672084;0,57081820;29,92187000
-23,51648084;0,57081820;29,92187000
-23,50624084;0,57081820;29,01089000
-23,49600084;0,57081820;29,46715000
-23,48576084;0,57976010;29,92187000
-23,47552084;0,58873250;29,92187000
-23,46528084;0,58873250;29,46715000
-23,45504084;0,58873250;29,92187000
-23,44480084;0,58873250;29,01089000
-23,43456084;0,60667750;29,46715000
-23,42432084;0,59770500;29,92187000
-23,41408084;0,58873250;29,92187000
-23,40384084;0,60667750;29,92187000
-23,39360084;0,60667750;29,46715000
-23,38336084;0,60667750;29,92187000
-23,37312084;0,60667750;29,92187000
-23,36288084;0,60667750;29,46715000
-23,35264084;0,61564990;29,92187000
-23,34240084;0,62462230;29,92187000
-23,33216084;0,62462230;29,46715000
-23,32192084;0,62462230;29,92187000
-23,31168084;0,62462230;29,92187000
-23,30144084;0,64256720;29,46715000
-23,29120084;0,63359480;29,46715000
-23,28096084;0,63359480;29,92187000
-23,27072084;0,64256720;29,46715000
-23,26048084;0,64256720;29,92187000
-23,25024084;0,65153970;29,46715000
-23,24000084;0,64256720;29,92187000
-23,22976084;0,65153970;29,92187000
-23,21952084;0,65153970;29,92187000
-23,20928084;0,66048160;29,92187000
-23,19904084;0,66048160;29,46715000
-23,18880084;0,66945400;29,92187000
-23,17856084;0,66945400;29,46715000
-23,16832084;0,66945400;29,46715000
-23,15808084;0,67842640;29,46715000
-23,14784084;0,67842640;29,46715000
-23,13760084;0,67842640;29,46715000
-23,12736084;0,67842640;29,92187000
-23,11712084;0,67842640;29,92187000
-23,10688084;0,67842640;29,92187000
-23,09664084;0,68739890;29,92187000
-23,08640084;0,69637140;29,92187000
-23,07616084;0,69637140;29,92187000
-23,06592084;0,69637140;29,46715000
-23,05568084;0,69637140;30,37660000
-23,04544084;0,69637140;30,37660000
-23,03520084;0,70534380;29,92187000
-23,02496084;0,71431620;29,92187000
-23,01472084;0,71431620;29,92187000
-23,00448084;0,71431620;29,46715000
-22,99424085;0,71431620;29,46715000
-22,98400085;0,71431620;29,92187000
-22,97376085;0,71431620;29,92187000
