Tiempo;Canal A;Canal B
(ms);(V);(mV)

-25,01132898;-0,00320444;-23,78002000
-25,00108898;-0,00320444;-23,32530000
-24,99084898;-0,00320444;-23,32530000
-24,98060898;-0,00320444;-22,86905000
-24,97036898;0,00573748;-23,32530000
-24,96012898;0,01470992;-22,86905000
-24,94988898;0,01470992;-21,95959000
-24,93964898;0,01470992;-21,95959000
-24,92940898;0,02368236;-21,50487000
-24,91916898;0,02368236;-20,59389000
-24,90892898;0,03265481;-16,04358000
-24,89868898;0,03265481;2,16071000
-24,88844898;0,05059969;20,36500000
-24,87820898;0,05059969;18,08832000
-24,86796898;0,05059969;14,44746000
-24,85772898;0,05957213;15,81317000
-24,84748898;0,05059969;16,26789000
-24,83724898;0,05957213;16,26789000
-24,82700898;0,06854457;16,72414000
-24,81676898;0,06854457;17,17887000
-24,80652898;0,06854457;16,72414000
-24,79628898;0,08645894;17,17887000
-24,78604898;0,08645894;17,17887000
-24,77580898;0,08645894;17,63359000
-24,76556898;0,09543138;17,63359000
-24,75532898;0,09543138;17,63359000
-24,74508898;0,10440380;17,63359000
-24,73484898;0,10440380;17,17887000
-24,72460898;0,11337630;18,08832000
-24,71436898;0,11337630;18,08832000
-24,70412898;0,12234870;18,08832000
-24,69388898;0,12234870;18,08832000
-24,68364898;0,13132110;18,08832000
-24,67340898;0,12234870;18,54457000
-24,66316898;0,14029360;18,54457000
-24,65292898;0,14029360;18,54457000
-24,64268898;0,14029360;18,08832000
-24,63244898;0,14926600;18,99930000
-24,62220898;0,14029360;18,08832000
-24,61196898;0,15823850;19,45402000
-24,60172898;0,15823850;18,54457000
-24,59148898;0,16718040;18,54457000
-24,58124898;0,16718040;18,99930000
-24,57100898;0,17615280;18,54457000
-24,56076898;0,17615280;19,45402000
-24,55052898;0,18512530;18,54457000
-24,54028898;0,18512530;18,99930000
-24,53004898;0,19409770;19,45402000
-24,51980898;0,19409770;18,99930000
-24,50956898;0,19409770;19,90875000
-24,49932898;0,20307020;18,99930000
-24,48908898;0,21204260;19,45402000
-24,47884898;0,21204260;19,45402000
-24,46860898;0,21204260;19,90875000
-24,45836898;0,21204260;19,90875000
-24,44812898;0,22998750;18,99930000
-24,43788898;0,22998750;19,90875000
-24,42764898;0,23895990;19,90875000
-24,41740898;0,22998750;19,90875000
-24,40716898;0,24790190;19,90875000
-24,39692898;0,24790190;19,90875000
-24,38668898;0,25687430;19,90875000
-24,37644898;0,24790190;20,36500000
-24,36620898;0,26584670;20,36500000
-24,35596898;0,25687430;20,36500000
-24,34572898;0,26584670;20,36500000
-24,33548898;0,26584670;20,36500000
-24,32524898;0,26584670;20,36500000
-24,31500898;0,28379160;20,36500000
-24,30476898;0,28379160;20,36500000
-24,29452898;0,28379160;20,36500000
-24,28428898;0,28379160;20,81973000
-24,27404898;0,30173650;21,72918000
-24,26380898;0,30173650;20,36500000
-24,25356898;0,30173650;20,36500000
-24,24332898;0,31070890;20,81973000
-24,23308899;0,30173650;20,81973000
-24,22284899;0,31968140;20,81973000
-24,21260899;0,31968140;20,81973000
-24,20236899;0,31968140;20,36500000
-24,19212899;0,32862330;20,81973000
-24,18188899;0,32862330;20,81973000
-24,17164899;0,32862330;20,36500000
-24,16140899;0,33759580;20,81973000
-24,15116899;0,34656820;21,27445000
-24,14092899;0,35554060;20,81973000
-24,13068899;0,35554060;20,81973000
-24,12044899;0,35554060;20,81973000
-24,11020899;0,35554060;20,81973000
-24,09996899;0,37348550;20,81973000
-24,08972899;0,36451310;20,81973000
-24,07948899;0,37348550;20,81973000
-24,06924899;0,37348550;20,81973000
-24,05900899;0,37348550;21,27445000
-24,04876899;0,38245800;21,27445000
-24,03852899;0,39143040;20,81973000
-24,02828899;0,39143040;21,27445000
-24,01804899;0,39143040;21,27445000
-24,00780899;0,39143040;21,27445000
-23,99756899;0,40934480;21,27445000
-23,98732899;0,40040280;20,81973000
-23,97708899;0,40934480;20,81973000
-23,96684899;0,40934480;20,81973000
-23,95660899;0,41831720;21,27445000
-23,94636899;0,41831720;20,81973000
-23,93612899;0,42728970;21,27445000
-23,92588899;0,42728970;21,72918000
-23,91564899;0,42728970;21,72918000
-23,90540899;0,42728970;20,81973000
-23,89516899;0,44523450;20,81973000
-23,88492899;0,44523450;21,72918000
-23,87468899;0,44523450;21,27445000
-23,86444899;0,44523450;22,18543000
-23,85420899;0,46317940;20,81973000
-23,84396899;0,46317940;21,27445000
-23,83372899;0,46317940;22,18543000
-23,82348899;0,46317940;21,72918000
-23,81324899;0,47215180;21,72918000
-23,80300899;0,48112430;21,27445000
-23,79276899;0,48112430;22,18543000
-23,78252899;0,48112430;21,72918000
-23,77228899;0,49006620;21,72918000
-23,76204899;0,48112430;21,72918000
-23,75180899;0,49006620;21,27445000
-23,74156899;0,49903870;22,18543000
-23,73132899;0,49903870;21,27445000
-23,72108899;0,49903870;21,72918000
-23,71084899;0,49903870;21,27445000
-23,70060899;0,51698360;22,18543000
-23,69036899;0,51698360;21,72918000
-23,68012899;0,51698360;22,18543000
-23,66988899;0,51698360;21,27445000
-23,65964899;0,51698360;21,72918000
-23,64940899;0,53492840;21,72918000
-23,63916899;0,53492840;21,72918000
-23,62892899;0,53492840;21,72918000
-23,61868899;0,53492840;21,72918000
-23,60844899;0,54390080;22,18543000
-23,59820899;0,54390080;21,72918000
-23,58796899;0,54390080;21,72918000
-23,57772899;0,55287330;21,72918000
-23,56748899;0,55287330;22,18543000
-23,55724899;0,55287330;22,18543000
-23,54700899;0,56184580;21,72918000
-23,53676899;0,56184580;21,72918000
-23,52652899;0,56184580;22,18543000
-23,51628899;0,57081820;22,18543000
-23,50604899;0,57081820;21,72918000
-23,49580899;0,57081820;21,72918000
-23,48556899;0,57976010;22,18543000
-23,47532899;0,58873250;22,18543000
-23,46508899;0,58873250;22,18543000
-23,45484899;0,58873250;22,18543000
-23,44460899;0,58873250;22,18543000
-23,43436899;0,59770500;22,18543000
-23,42412899;0,59770500;22,64016000
-23,41388899;0,59770500;22,18543000
-23,40364899;0,60667750;22,64016000
-23,39340899;0,60667750;22,64016000
-23,38316899;0,60667750;22,18543000
-23,37292899;0,60667750;22,18543000
-23,36268899;0,61564990;22,18543000
-23,35244899;0,60667750;22,18543000
-23,34220899;0,62462230;22,18543000
-23,33196899;0,62462230;22,64016000
-23,32172899;0,62462230;21,72918000
-23,31148899;0,63359480;22,18543000
-23,30124899;0,64256720;22,18543000
-23,29100899;0,64256720;22,18543000
-23,28076899;0,64256720;22,64016000
-23,27052899;0,64256720;21,72918000
-23,26028899;0,64256720;22,64016000
-23,25004899;0,64256720;22,64016000
-23,23980899;0,64256720;22,64016000
-23,22956899;0,66048160;22,64016000
-23,21932899;0,66048160;22,18543000
-23,20908899;0,66048160;23,09488000
-23,19884899;0,66048160;22,18543000
-23,18860899;0,66048160;22,64016000
-23,17836899;0,67842640;22,18543000
-23,16812899;0,67842640;22,64016000
-23,15788899;0,67842640;22,18543000
-23,14764899;0,67842640;22,64016000
-23,13740899;0,67842640;22,64016000
-23,12716899;0,67842640;22,18543000
-23,11692899;0,68739890;22,64016000
-23,10668899;0,69637140;22,64016000
-23,09644899;0,69637140;22,18543000
-23,08620899;0,69637140;22,18543000
-23,07596899;0,69637140;22,64016000
-23,06572899;0,69637140;22,64016000
-23,05548899;0,69637140;22,18543000
-23,04524899;0,70534380;22,64016000
-23,03500899;0,71431620;22,64016000
-23,02476899;0,70534380;22,64016000
-23,01452899;0,71431620;21,72918000
-23,00428899;0,71431620;22,18543000
-22,99404899;0,71431620;22,64016000
-22,98380899;0,71431620;22,18543000
-22,97356899;0,72328870;22,18543000
